uniprot_id,nr_code,common_name,site_id,site_name,pdb_id,site_mean_z,n_site_residues,n_available_residues,site_coverage
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4IVY,-0.2393824804900398,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4IW6,0.04943486447449261,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4IW8,-0.3123299586458783,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4IWC,-0.2899987831825477,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4IWF,-0.010856180734943321,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MG5,-0.27238070008250775,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MG6,-0.13111977987071627,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MG7,-0.0018721929953938246,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MG8,0.03648563056455606,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MG9,-0.05187543778683984,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MGA,-0.10926063442117624,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MGB,-0.19445356450723633,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MGC,0.08936389870178468,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4MGD,-0.09175168896825983,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4PP6,0.5412241517252808,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4PPP,0.42029643408217254,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4PPS,-0.16695585400855154,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4PXM,0.3351806923501017,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4Q13,0.39527138593499683,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4Q50,-0.00777077866134307,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4TUZ,0.2606304727433535,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4TV1,0.0035091828443322703,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4XI3,-0.2522442051530239,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZN7,0.019261965172753304,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZN9,0.4164907404325645,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZNH,0.13863736450239755,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZNS,0.23404150875224403,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZNT,0.2436544001125992,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZNU,0.39423588845373203,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,4ZNW,-0.12094265010783893,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5AAU,0.002290057155291486,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5AAV,-0.34259910519262754,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5ACC,0.8417381205179562,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5AK2,0.04730738649418098,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DI7,-0.058695917542169684,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DID,-0.024950574676533582,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DIE,0.07137601805882733,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DIG,-0.19771473667023948,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DK9,0.24710603902259237,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DKB,0.10330905429636023,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DKE,0.28741533673672454,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DKG,-0.03990772589689495,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DKS,0.5654094154772262,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DL4,0.17642335573387413,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DLR,0.13475981140348267,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DMC,0.45973056751794705,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DMF,0.09428271763244199,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DP0,0.16819636883552125,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DRJ,0.12653034552019726,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DRM,0.013269720252987977,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DTV,0.24369234223731712,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DU5,0.3454651927240357,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DUE,-0.04674831574803225,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DUG,0.29779573927336567,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DUH,0.31856816197635973,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DVS,-0.17306126553203172,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DWE,-0.1216911718689565,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DWG,0.17515378965244427,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DWI,-0.11757823808541146,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DWJ,-0.12913882690194828,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DX3,0.2205675484148833,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXB,0.32838281778105605,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXG,-0.2798074136968369,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXK,0.45656479383441007,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXM,0.36717556337328555,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXP,0.31816715887174263,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXQ,0.24175361645413712,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DXR,-0.026519650573961592,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DY8,0.06368613209362177,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DYB,0.11809970091568348,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DYD,0.22629463060346403,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DZ0,-0.5018337408647024,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DZ1,-0.0775218785241747,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DZ3,0.4009056930126223,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DZH,-0.3191423701036658,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5DZI,0.12393514854076546,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5E0W,0.129505243990346,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5E0X,0.26840875683617615,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5E14,-0.02224756510717643,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5E15,0.13320852049142948,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5E19,0.25152133641370217,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5E1C,0.23874583657032203,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5EGV,-0.34319458415972526,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5EHJ,0.011778912303229055,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5EI1,0.1667677358461111,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5EIT,0.7412233037323063,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5FQP,0.45767854538053,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5FQR,0.5489311067839743,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5FQS,0.28290073916867853,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5FQT,0.4432286420815075,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5GS4,-0.4501721038940444,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5HYR,-0.02391640453419107,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5JMM,-0.08505092549779396,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KCC,0.008843650609054787,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KCD,0.07604773644176516,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KCE,0.39007665940349284,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KCF,-0.39004774712252366,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KCU,0.4766455183007454,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KCW,-0.18351012457374305,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KR9,0.12585745936142317,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRA,0.5277572345889154,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRC,-0.12904099116232615,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRF,-0.3039144856583149,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRH,-0.06144407944586791,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRI,0.045220629501015824,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRJ,-0.07167557008037156,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRK,-0.003956564921357264,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRL,0.1649168765957402,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRM,-0.06550899735482282,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5KRO,0.15612343507179088,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5T1Z,-0.09304191806828017,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLD,0.395362747915896,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLF,-0.4235884332510542,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLG,0.5178702951211154,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLL,0.23881766344030747,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLM,-0.38164731344153036,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLO,0.011517776039410496,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLP,0.09304402714560302,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLT,-0.1903810648950129,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLU,0.21747260733978885,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLV,0.09774820453994987,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLX,0.19535259425260657,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TLY,0.2784342273519197,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM1,0.47867456345172166,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM2,0.46982793061945266,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM3,-0.029790150870217566,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM4,0.9935821782331768,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM5,0.24726136997347836,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM6,-0.04257686247069628,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM7,-0.12142124588395208,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TM8,0.3038794638043474,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TML,0.11629595385301264,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMM,0.5791655995525498,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMO,-0.14513356856813067,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMQ,-0.05279195391251446,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMR,0.08546036927856762,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMS,-0.07081508541545402,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMT,-0.2197084950568283,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMU,0.4868395949418104,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMV,0.14982117079945417,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMW,0.4682998227041254,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TMZ,0.02352363253404005,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN1,0.012632237849850556,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN3,0.02507201569590277,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN4,-0.0025004865833918033,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN5,0.2941773495155553,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN6,0.013206158954347569,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN7,-0.35666243195460035,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN8,0.10763369177565404,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TN9,0.048716963019169474,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5TNB,-0.2878426540059531,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5U2B,0.04046890285711713,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5U2D,-0.17471695425226666,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5W9C,0.3915339492701381,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5WGD,-0.23658530722671364,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,5WGQ,1.4761328577480217,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6C42,0.5556406590951524,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6CHW,-0.12587082903081087,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6CZN,-0.11143346995400283,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6DF6,0.7887508806174319,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6DFN,0.5310028172435375,2,2,1.0
