uniprot_id,pdb_id,polymer_entity_id,instance_id,n_usable_positions,raw_b_mean,raw_b_sd,z_mean,z_sd
O00482,8F8M,8F8M_1,8F8M.A,239,61.66496041841004,30.10249042007747,7.339549702542875e-17,1.0
O00482,9SMQ,9SMQ_1,9SMQ.A,239,57.321882845188284,16.375579488001783,1.5793967714332772e-17,0.9999999999999999
O75469,1ILG,1ILG_1,1ILG.A,266,41.16789473684211,19.381226462143452,-1.1034406471250968e-16,1.0
O75469,1ILH,1ILH_1,1ILH.A,266,46.4056015037594,16.117626804561695,-4.5494101385015814e-17,0.9999999999999999
O75469,1M13,1M13_1,1M13.A,268,37.92429104477612,17.900718213442833,2.1334509614998344e-17,1.0
O75469,1NRL,1NRL_1,1NRL.A,274,32.714233576642336,14.340553197782667,1.6207635395987686e-18,1.0
O75469,2O9I,2O9I_1,2O9I.A,275,50.14236363636363,18.043921420561688,1.6067955047302265e-16,1.0
O75469,3CTB,3CTB_1,3CTB.A,268,44.593582089552235,15.142301004337083,2.112737845368768e-16,1.0
O75469,3HVL,3HVL_1,3HVL.A,268,53.45458955223881,12.996583628998911,-1.2262164749591282e-16,1.0
O75469,3R8D,3R8D_1,3R8D.A,260,46.19646153846154,11.27798675170341,-2.4723812740690987e-16,1.0
O75469,4J5W,4J5W_1,4J5W.A,270,29.738666666666667,15.182276450592719,-9.86864910777917e-18,1.0
O75469,4J5X,4J5X_2,4J5X.C,273,53.77846153846154,17.954797695059078,-1.9195064748097945e-16,0.9999999999999999
O75469,4S0S,4S0S_1,4S0S.A,270,84.89918518518517,20.177183760903354,4.942548428146067e-16,1.0
O75469,4S0T,4S0T_1,4S0T.B,279,83.74186379928315,18.556735614585378,8.91361854896183e-17,1.0
O75469,4X1F,4X1F_1,4X1F.A,266,29.04687969924812,10.240105091931353,8.097115292378961e-17,1.0
O75469,4X1G,4X1G_1,4X1G.A,274,33.985,11.800980852776233,5.591634211615752e-17,1.0
O75469,4XAO,4XAO_1,4XAO.A,270,38.63214814814815,15.035435521174152,7.478585651988902e-17,1.0
O75469,4XHD,4XHD_1,4XHD.A,264,39.20946969696969,13.460893122604185,4.289498049688105e-16,1.0
O75469,5A86,5A86_1,5A86.B,269,50.94037174721189,23.97442969948831,1.8655048592214527e-16,1.0000000000000002
O75469,6BNS,6BNS_1,6BNS.A,267,51.06329588014981,16.03016448470935,2.1954972172362646e-16,1.0
O75469,6HJ2,6HJ2_1,6HJ2.A,268,48.271343283582084,12.567332610457077,4.590026534644304e-16,0.9999999999999999
O75469,6HTY,6HTY_1,6HTY.B,274,66.47620437956205,30.939433242851848,-1.4748948210348794e-16,1.0
O75469,6NX1,6NX1_1,6NX1.B,274,58.99087591240876,16.771712084342397,-1.1669497485111135e-16,0.9999999999999998
O75469,6P2B,6P2B_1,6P2B.A,269,51.08721189591078,14.86884135216472,2.649677255796842e-16,1.0
O75469,6S41,6S41_1,6S41.B,268,30.668955223880598,14.245374204347026,-8.948066168620665e-17,1.0
O75469,6TFI,6TFI_1,6TFI.A,275,40.290727272727274,20.184331371774984,-5.81353147440082e-17,1.0
O75469,7AX8,7AX8_1,7AX8.A,267,42.05074906367041,14.254569101269729,2.049962363820982e-16,1.0
O75469,7AX9,7AX9_1,7AX9.A,269,34.566829999999996,12.532849862598074,3.15732570200091e-16,1.0
O75469,7AXA,7AXA_1,7AXA.A,266,40.17030733082707,13.537958606764674,-2.954442768126966e-16,1.0
O75469,7AXB,7AXB_1,7AXB.A,267,39.99584269662921,13.271080282155085,1.9127437877437154e-16,1.0
O75469,7AXD,7AXD_1,7AXD.A,266,58.850288609022556,15.235666710927827,1.8729796327087932e-17,1.0
O75469,7AXE,7AXE_1,7AXE.A,269,27.845515539033457,12.046799008501136,4.118194839252004e-17,1.0
O75469,7AXG,7AXG_1,7AXG.A,263,50.34633961977187,12.749477559968687,-3.7886888387873686e-16,1.0
O75469,7AXH,7AXH_1,7AXH.A,266,41.79828823308271,17.774977401185605,-7.81016855199182e-17,0.9999999999999999
O75469,7AXI,7AXI_1,7AXI.A,267,33.42895131086143,10.782720450956338,-5.056296621513821e-16,1.0
O75469,7AXJ,7AXJ_1,7AXJ.A,270,51.69727570370371,17.033775682463382,-3.606168861467638e-16,0.9999999999999999
O75469,7AXK,7AXK_1,7AXK.A,267,30.269452659176032,11.235461068205483,-1.9959065611238769e-16,1.0
O75469,7AXL,7AXL_1,7AXL.A,270,48.5169022962963,12.952949102349681,-3.7254150381866365e-16,1.0
O75469,7N2A,7N2A_1,7N2A.A,268,47.345485074626865,10.377079298372092,9.652312117076921e-17,1.0
O75469,7RIO,7RIO_1,7RIO.A,266,41.81161654135338,11.453620599199324,2.3540067138668733e-16,1.0
O75469,7RIU,7RIU_1,7RIU.A,262,34.546488549618324,11.971959313626186,-3.0255696167265716e-16,1.0
O75469,7RIV,7RIV_1,7RIV.A,265,34.94996226415094,12.028882803818895,2.380957066725601e-16,1.0000000000000002
O75469,8CCT,8CCT_1,8CCT.A,262,65.1381679389313,19.729190304689816,-2.8603074107709185e-16,1.0
O75469,8CF9,8CF9_1,8CF9.A,265,42.55274822641509,14.743081757794505,2.631019092319239e-16,1.0
O75469,8CH8,8CH8_1,8CH8.A,268,62.16667873134329,16.547169442226384,-3.322383827423043e-16,1.0
O75469,8E3N,8E3N_1,8E3N.A,270,48.20059259259259,16.76632830508872,3.0633931605397836e-17,1.0
O75469,8EQZ,8EQZ_1,8EQZ.A,273,56.94959706959707,19.624639485331247,6.181461529048491e-17,0.9999999999999999
O75469,8F5Y,8F5Y_1,8F5Y.A,274,42.74273722627737,13.997499548222276,1.653178810390744e-16,1.0
O75469,8FPE,8FPE_1,8FPE.A,270,54.547740740740736,15.037407395959049,3.469446951953614e-16,0.9999999999999999
O75469,8R00,8R00_1,8R00.A,267,41.62696629213483,18.290403599437724,5.4055802697105e-18,1.0
O75469,8R81,8R81_1,8R81.A,267,34.78674157303371,12.804885166966864,-7.110417124003812e-17,1.0
O75469,8R82,8R82_1,8R82.A,270,37.37884748148148,14.113826668994419,1.644774851296528e-16,1.0
O75469,8SVN,8SVN_1,8SVN.B,268,70.57055970149254,20.09895579229094,-2.278442774417299e-16,1.0
O75469,8SVO,8SVO_1,8SVO.A,271,72.74774907749077,17.962881421294526,4.75224615706709e-16,1.0
O75469,8SVQ,8SVQ_1,8SVQ.B,262,79.34095419847327,27.294532493731,4.508691977867048e-16,0.9999999999999999
O75469,8SVR,8SVR_1,8SVR.A,263,40.010494296577946,18.970456903218953,6.585353301959103e-17,1.0
O75469,8SVT,8SVT_1,8SVT.A,270,52.27355555555556,17.016461309748653,-2.911251486794855e-16,1.0
O75469,8SVU,8SVU_1,8SVU.A,264,78.40594696969697,23.21181456644191,-5.046468293750712e-18,1.0
O75469,8SVX,8SVX_1,8SVX.B,267,65.82561797752808,22.501640653711018,3.13523655643209e-16,1.0
O75469,8SZV,8SZV_1,8SZV.A,269,52.91375464684015,15.649768114462788,1.2718296056957097e-16,0.9999999999999999
O75469,9BEQ,9BEQ_1,9BEQ.A,262,47.1218320610687,13.259329096675062,6.589300775924116e-17,1.0
O75469,9FZI,9FZI_1,9FZI.A,269,50.83702602230483,15.095806431741288,-3.3017785118963765e-17,1.0
O75469,9O41,9O41_1,9O41.A,273,46.88537553113553,18.479593578502513,6.669471649762845e-17,1.0
O75469,9O42,9O42_1,9O42.A,273,52.4560723076923,16.90601829682726,2.944327728309939e-16,1.0
O75469,9O43,9O43_1,9O43.A,273,52.100446446886444,18.60984964533764,1.5290983782383108e-16,1.0
O75469,9O44,9O44_1,9O44.B,273,48.438600622710624,17.855522358678716,-3.741410925476718e-17,0.9999999999999999
O75469,9O45,9O45_1,9O45.A,273,69.1705346886447,22.540546528931213,-1.9764409888931357e-16,0.9999999999999999
O75469,9O46,9O46_1,9O46.B,270,58.94356466666667,21.36422805032206,-2.4671622769447922e-17,1.0
O95718,6LN4,6LN4_1,6LN4.A,218,50.25454128440367,22.220489016424224,-8.148425868808489e-17,1.0
P03372,1A52,1A52_1,1A52.A,234,57.989487179487185,14.09464139225725,-3.795634272222757e-16,0.9999999999999999
P03372,1ERE,1ERE_1,1ERE.A,228,56.54802631578948,14.71248345284319,-3.1212849069505497e-16,1.0
P03372,1ERR,1ERR_1,1ERR.A,221,53.22533936651583,21.83768144211247,1.9893589038532218e-16,1.0
P03372,1GWQ,1GWQ_1,1GWQ.A,232,34.6135775862069,19.28693464438398,-2.335296706970157e-16,1.0
P03372,1GWR,1GWR_1,1GWR.B,232,40.31939655172414,21.429222848186292,-6.508203937457814e-17,1.0
P03372,1L2I,1L2I_1,1L2I.A,228,37.346008771929824,12.878707619450465,2.7268635692547703e-17,1.0
P03372,1PCG,1PCG_1,1PCG.B,236,43.09466101694915,10.296184144426416,-8.467802730191872e-17,1.0
P03372,1QKT,1QKT_1,1QKT.A,237,28.205991561181435,9.988572012667749,-1.8737941343884497e-18,1.0
P03372,1QKU,1QKU_1,1QKU.A,237,51.648607594936706,15.88120578600146,1.58335604355824e-16,0.9999999999999999
P03372,1R5K,1R5K_1,1R5K.A,231,46.794978354978355,7.522978529273658,2.499203345476543e-17,1.0
P03372,1SJ0,1SJ0_1,1SJ0.A,235,36.60463829787234,15.228470347493563,-5.669223955532714e-17,1.0
P03372,1UOM,1UOM_1,1UOM.A,227,39.284537444933925,10.760760545487495,-3.531193937354022e-16,1.0000000000000002
P03372,1X7E,1X7E_1,1X7E.A,230,16.986478260869564,9.818620076469461,1.197110043943647e-16,1.0
P03372,1X7R,1X7R_1,1X7R.A,230,27.119695652173913,7.555014999753662,-1.1584935909132068e-17,1.0
P03372,1XP1,1XP1_1,1XP1.A,237,41.59962025316456,15.950741377400103,-1.539731773867009e-16,1.0
P03372,1XP9,1XP9_1,1XP9.A,237,40.56894514767932,16.8056337294261,1.5616902988793736e-16,1.0
P03372,1XQC,1XQC_1,1XQC.A,219,42.01821917808219,9.113744751967534,7.705657522512502e-17,1.0
P03372,1YIM,1YIM_1,1YIM.A,237,42.56881856540084,17.751073643074363,2.7029480388553387e-16,1.0
P03372,1YIN,1YIN_1,1YIN.A,233,47.92824034334764,17.5878887292028,2.5730490699467146e-17,0.9999999999999999
P03372,1ZKY,1ZKY_1,1ZKY.B,237,25.531223628691983,7.1059111143002776,4.590795629251702e-17,0.9999999999999999
P03372,2AYR,2AYR_1,2AYR.A,237,36.83037974683544,14.123955062476204,2.0236976651395258e-16,1.0
P03372,2B1V,2B1V_1,2B1V.B,237,24.72662447257384,5.14430031555471,1.7988423690129118e-16,0.9999999999999999
P03372,2B23,2B23_1,2B23.B,227,31.777048458149782,10.168040871527449,-1.9172133288681118e-16,1.0
P03372,2BJ4,2BJ4_2,2BJ4.B,215,31.01372093023256,5.11562050306924,-1.0947315405606195e-16,1.0
P03372,2FAI,2FAI_1,2FAI.B,237,38.731856540084394,6.879743943057423,-7.935518159135085e-16,0.9999999999999999
P03372,2G44,2G44_1,2G44.A,230,54.82791304347826,11.901807790755603,-6.468255882598738e-17,0.9999999999999999
P03372,2G5O,2G5O_1,2G5O.A,230,48.345652173913045,8.128771299251735,-2.1914837094774828e-16,1.0
P03372,2I0J,2I0J_1,2I0J.B,222,57.12842342342343,13.397242749169402,-3.060614824642323e-16,0.9999999999999999
P03372,2JFA,2JFA_1,2JFA.A,215,51.61404651162791,6.13854129310368,-7.539188911408039e-16,1.0
P03372,2JFA,2JFA_2,2JFA.B,218,50.581330275229355,5.233471453989753,5.153879362021369e-16,0.9999999999999998
P03372,2OCF,2OCF_1,2OCF.A,226,61.45438053097345,12.751609192789696,-5.993239336472083e-17,0.9999999999999999
P03372,2OUZ,2OUZ_1,2OUZ.A,237,42.67295358649789,8.328098473704499,4.028657388935167e-17,1.0
P03372,2P15,2P15_1,2P15.A,234,17.308247863247864,5.461765228261765,-1.5087646232085461e-16,0.9999999999999998
P03372,2POG,2POG_1,2POG.A,225,33.46266666666667,10.528702230886136,-3.7130792268019126e-16,1.0
P03372,2Q6J,2Q6J_1,2Q6J.A,235,20.198340425531914,10.16117392547165,1.171639617476761e-16,0.9999999999999999
P03372,2QA6,2QA6_1,2QA6.A,235,42.30302127659574,9.374479243384867,1.5401391745863874e-16,0.9999999999999999
P03372,2QA8,2QA8_1,2QA8.A,223,44.65340807174888,8.421137245681695,1.314344746641441e-16,1.0
P03372,2QA8,2QA8_2,2QA8.B,227,46.51748898678414,10.566600416198465,3.6143383929426905e-16,1.0
P03372,2QAB,2QAB_1,2QAB.B,237,29.557299578059073,8.895702577834477,-1.5084042781827022e-16,1.0
P03372,2QGT,2QGT_1,2QGT.B,232,19.52060344827586,10.071829764658652,1.5122003266446097e-16,1.0
P03372,2QGW,2QGW_1,2QGW.B,234,28.509017094017093,7.305950178331003,1.689057251139127e-16,1.0
P03372,2QH6,2QH6_1,2QH6.A,224,15.384464285714285,13.526532811167156,3.96508223080413e-18,0.9999999999999999
P03372,2QR9,2QR9_1,2QR9.A,234,23.94401709401709,11.608570593030953,2.135044278125301e-16,1.0
P03372,2QSE,2QSE_1,2QSE.B,234,22.56034188034188,8.837226518127194,-1.2335811384723961e-17,0.9999999999999999
P03372,2QXM,2QXM_1,2QXM.B,234,28.692179487179487,13.964116251511696,-1.945262564514163e-17,1.0
P03372,2R6W,2R6W_1,2R6W.A,222,41.77837837837838,13.360560289307376,8.351677707765817e-17,1.0
P03372,2R6Y,2R6Y_1,2R6Y.A,225,41.58844444444444,12.012106921408835,2.6645352591003756e-16,0.9999999999999999
P03372,2YAT,2YAT_1,2YAT.A,216,65.06166666666667,20.589442997880322,-3.032553632077974e-17,0.9999999999999999
P03372,2YJA,2YJA_2,2YJA.B,237,21.786540084388186,10.666633523722744,-8.432073604748025e-18,1.0
P03372,3DT3,3DT3_1,3DT3.B,234,44.41188034188034,5.238545245903126,1.8598607933891512e-16,1.0
P03372,3ERD,3ERD_1,3ERD.A,237,35.17409282700422,15.31269790089393,-2.407825462689158e-16,1.0
P03372,3ERT,3ERT_1,3ERT.A,237,38.637805907173,13.078507066354739,-5.434002989726505e-17,1.0
P03372,3HLV,3HLV_1,3HLV.A,232,69.96465517241379,20.24855318079731,3.94081319301214e-16,0.9999999999999999
P03372,3HM1,3HM1_1,3HM1.A,229,67.42200873362445,21.790472726442744,1.0508333650109287e-16,1.0
P03372,3L03,3L03_1,3L03.B,234,37.06461538461539,14.778336711659472,-1.3094938239168513e-16,1.0
P03372,3OS8,3OS8_1,3OS8.A,236,45.89555084745763,23.063878632570084,-1.129040364025583e-17,1.0
P03372,3OS8,3OS8_2,3OS8.C,228,44.804298245614035,20.216478187286096,2.921639538487254e-18,0.9999999999999999
P03372,3OS9,3OS9_1,3OS9.A,229,65.95515283842795,27.408157355164565,-6.593464251048965e-17,0.9999999999999999
P03372,3OSA,3OSA_1,3OSA.A,234,38.17961538461539,19.511102084529355,-2.0875988497225166e-16,0.9999999999999999
P03372,3Q95,3Q95_1,3Q95.A,235,35.465319148936175,11.182117154058085,-4.084203424631693e-16,1.0
P03372,3Q95,3Q95_2,3Q95.B,237,33.498227848101266,9.414327364643528,7.026728003956687e-18,1.0
P03372,3UU7,3UU7_1,3UU7.A,232,34.60344827586207,9.683100823479505,-2.2395878255369536e-16,1.0
P03372,3UU7,3UU7_2,3UU7.B,227,32.364845814977976,7.742867136665254,-2.633722902029281e-16,0.9999999999999999
P03372,3UUA,3UUA_1,3UUA.A,235,46.3076170212766,21.177196654684955,-1.3984085756980696e-16,0.9999999999999999
P03372,3UUA,3UUA_2,3UUA.B,223,39.24125560538116,13.45345239643328,2.499246450053043e-16,1.0
P03372,3UUC,3UUC_1,3UUC.C,224,33.53982142857143,11.87268003519476,-7.93016446160826e-18,1.0
P03372,4DMA,4DMA_1,4DMA.A,230,28.768478260869564,10.20671381075931,9.654113257610057e-17,0.9999999999999999
P03372,4IU7,4IU7_1,4IU7.B,229,35.4246288209607,12.405052269356126,3.878508382969979e-18,0.9999999999999999
P03372,4IV2,4IV2_1,4IV2.B,231,42.37571428571429,14.58000802515573,-1.5475836100835516e-16,0.9999999999999998
P03372,4IV4,4IV4_1,4IV4.B,225,45.25662222222222,14.852166057199106,1.9638611724480548e-16,1.0
P03372,4IVW,4IVW_1,4IVW.C,230,53.381565217391305,20.020589601329856,-4.827056628805028e-17,0.9999999999999999
P03372,4IVY,4IVY_1,4IVY.C,225,40.61279999999999,11.353378887362124,6.246854885224214e-16,0.9999999999999999
P03372,4IW6,4IW6_1,4IW6.C,228,45.36964912280702,14.875147024473144,-7.06062888467753e-17,1.0
P03372,4IW8,4IW8_1,4IW8.A,232,50.25672413793103,18.735711948035554,2.2252314933219733e-16,0.9999999999999999
P03372,4IWC,4IWC_1,4IWC.B,232,41.34801724137931,22.355325668033572,2.3927220358300786e-17,0.9999999999999999
P03372,4IWF,4IWF_1,4IWF.A,229,38.262620087336245,10.373822072964135,-3.9754710925442287e-17,0.9999999999999999
P03372,4MG5,4MG5_1,4MG5.A,235,43.325027106382976,14.833198920331442,1.946433558066232e-16,0.9999999999999999
P03372,4MG6,4MG6_1,4MG6.A,228,26.08969298245614,9.035196547952136,1.5289913584749964e-16,1.0
P03372,4MG7,4MG7_1,4MG7.A,231,24.33961038961039,8.971350182142483,7.689856447620132e-17,1.0
P03372,4MG7,4MG7_2,4MG7.B,226,22.66238938053097,9.253341733066696,2.43659566466406e-16,1.0
P03372,4MG8,4MG8_1,4MG8.A,235,32.51089361702128,10.820993919886222,-4.58970922733336e-16,1.0
P03372,4MG8,4MG8_2,4MG8.B,227,29.749251101321587,8.33812679622874,-8.705713585166426e-17,1.0
P03372,4MG9,4MG9_1,4MG9.A,235,37.05408510638298,14.229879154747392,7.086529944415893e-17,1.0
P03372,4MG9,4MG9_2,4MG9.B,225,33.30133333333333,11.543775658095772,1.0362081563168128e-16,1.0
P03372,4MGA,4MGA_1,4MGA.A,233,34.41090128755365,10.615414274427714,-8.981847216388069e-17,1.0
P03372,4MGA,4MGA_2,4MGA.B,227,33.14603524229075,9.298775162513989,-1.7460335673620303e-16,1.0
P03372,4MGB,4MGB_1,4MGB.A,233,40.49901287553648,12.01056324647967,1.0101600052383398e-16,1.0
P03372,4MGB,4MGB_2,4MGB.B,225,37.669022222222225,9.44288406623713,-2.3499720687899147e-16,0.9999999999999999
P03372,4MGC,4MGC_1,4MGC.A,231,31.2482683982684,10.426264020114772,-2.311763094565802e-16,1.0
P03372,4MGD,4MGD_1,4MGD.A,233,37.65111587982833,11.556208726403428,-4.683902288440038e-16,1.0
P03372,4MGD,4MGD_2,4MGD.B,227,34.98180616740088,9.71377376216458,-2.315607476935781e-16,1.0
P03372,4PP6,4PP6_1,4PP6.A,227,21.23215859030837,7.719244228798302,7.23845848654287e-17,1.0
P03372,4PPP,4PPP_1,4PPP.B,232,59.05616379310345,22.71928913160765,-1.2394300145599808e-16,1.0
P03372,4PPS,4PPS_1,4PPS.A,231,36.74285714285715,16.84790964390545,-2.6097450319110823e-16,1.0
P03372,4PXM,4PXM_1,4PXM.A,224,29.474196428571428,7.625151536947696,2.527739922137633e-17,1.0
P03372,4Q13,4Q13_1,4Q13.A,220,44.888090909090906,16.411279241892505,1.9378438248002731e-16,1.0
P03372,4Q50,4Q50_1,4Q50.F,216,57.60944444444444,16.014411150778315,1.4211882699484064e-16,1.0
P03372,4TUZ,4TUZ_1,4TUZ.A,229,28.084803493449783,8.246882728828183,-1.7841138561661904e-16,0.9999999999999999
P03372,4TUZ,4TUZ_2,4TUZ.B,236,32.494703389830505,11.31394607373926,2.9872526298176883e-16,1.0
P03372,4TV1,4TV1_1,4TV1.A,229,22.62406113537118,7.5906011530878175,6.787389670197463e-17,1.0
P03372,4TV1,4TV1_2,4TV1.B,227,28.87955947136564,13.012533124189817,3.081235707109465e-17,0.9999999999999999
P03372,4XI3,4XI3_1,4XI3.C,231,60.56294372294373,16.82077778702487,-3.1912904257623546e-16,1.0
P03372,4ZN7,4ZN7_1,4ZN7.B,229,43.59489082969432,15.580402498608615,9.017531990405202e-17,0.9999999999999999
P03372,4ZN9,4ZN9_1,4ZN9.A,224,30.426160714285714,7.464365912398113,-3.568574007723718e-17,0.9999999999999999
P03372,4ZNH,4ZNH_1,4ZNH.A,230,22.320999999999998,9.982878749661081,2.0080555575828918e-16,1.0
P03372,4ZNS,4ZNS_1,4ZNS.B,229,40.88960698689956,19.59222121557306,2.5307267198879116e-16,1.0
P03372,4ZNT,4ZNT_1,4ZNT.B,226,36.54446902654867,19.66117160715136,2.1025462590246328e-16,1.0
P03372,4ZNU,4ZNU_1,4ZNU.A,229,69.5531441048035,22.415148275455927,1.3574779340394926e-17,1.0000000000000002
P03372,4ZNW,4ZNW_1,4ZNW.A,225,44.36448888888889,16.532537422539058,-2.420825885430923e-16,0.9999999999999999
P03372,5AAU,5AAU_1,5AAU.B,221,25.38782805429864,9.68183071331992,1.607562750588462e-16,1.0
P03372,5AAV,5AAV_1,5AAV.A,220,27.164681818181815,9.339434253287916,2.7982666688847696e-16,0.9999999999999999
P03372,5ACC,5ACC_1,5ACC.A,224,36.21660714285714,9.520054589201552,2.0816681711721685e-17,1.0
P03372,5AK2,5AK2_1,5AK2.A,215,30.22813953488372,9.762967251912984,1.0514844808804534e-16,1.0
P03372,5DI7,5DI7_1,5DI7.B,237,32.998649789029535,13.265825318602735,2.951225761661808e-17,1.0
P03372,5DID,5DID_1,5DID.B,237,43.30983122362869,15.824534254116303,1.6395698675898936e-17,0.9999999999999999
P03372,5DIE,5DIE_1,5DIE.A,229,40.07545851528385,10.22110093217684,-5.895332742114368e-16,1.0
P03372,5DIG,5DIG_1,5DIG.B,234,45.067735042735045,18.702374466412934,-1.276282024034902e-16,0.9999999999999998
P03372,5DK9,5DK9_1,5DK9.B,228,45.837324561403506,21.236532540253748,1.6361181415528622e-16,1.0
P03372,5DKB,5DKB_1,5DKB.B,226,54.46482300884956,22.748993369047284,5.79673968609595e-17,1.0
P03372,5DKE,5DKE_1,5DKE.B,222,49.15936936936937,12.35365750117588,-1.960393809248024e-16,1.0
P03372,5DKG,5DKG_1,5DKG.B,232,49.77633620689655,18.2003907908234,-3.828355257328126e-18,0.9999999999999999
P03372,5DKS,5DKS_1,5DKS.B,222,52.659414414414414,22.86942033795405,1.200241107702872e-17,1.0
P03372,5DL4,5DL4_1,5DL4.B,233,48.8950643776824,20.376755715611587,5.43199248099862e-17,1.0000000000000002
P03372,5DLR,5DLR_1,5DLR.B,231,49.72675324675324,19.132163561191568,3.2057089066016425e-16,1.0
P03372,5DMC,5DMC_1,5DMC.B,225,53.22128888888889,21.150890974269434,-1.5395092608135505e-16,0.9999999999999999
P03372,5DMF,5DMF_1,5DMF.A,229,49.406200873362444,12.396748375392397,1.1441599729761438e-16,0.9999999999999999
P03372,5DP0,5DP0_1,5DP0.B,225,48.33368888888889,19.15208475315674,1.3223989804424086e-16,0.9999999999999999
P03372,5DRJ,5DRJ_1,5DRJ.B,234,41.782478632478636,17.920771165201746,-2.104204749663491e-16,0.9999999999999999
P03372,5DRM,5DRM_1,5DRM.A,232,30.054181034482756,13.249636176591949,2.0768827271005083e-16,1.0
P03372,5DTV,5DTV_1,5DTV.C,231,74.6830735930736,23.972548145305698,-3.5373339659052607e-16,1.0
P03372,5DU5,5DU5_1,5DU5.B,228,70.58320175438597,20.81772171866524,-1.2368274046262708e-16,1.0
P03372,5DUE,5DUE_1,5DUE.B,233,66.8330042918455,24.343214801132138,-1.7391905750565756e-16,1.0
P03372,5DUG,5DUG_1,5DUG.A,228,40.172456140350874,16.328453427553868,1.7359408257845102e-16,1.0
P03372,5DUH,5DUH_1,5DUH.A,229,29.65344978165939,9.626041093736708,-1.2023375987206936e-16,1.0
P03372,5DVS,5DVS_1,5DVS.A,226,61.68066371681416,17.165387689045424,6.263426355739268e-18,1.0
P03372,5DWE,5DWE_1,5DWE.A,225,48.41742222222222,15.345585004581595,4.095489379728355e-17,0.9999999999999999
P03372,5DWG,5DWG_1,5DWG.A,218,65.5797247706422,16.843913198863685,2.648238407362759e-17,1.0
P03372,5DWI,5DWI_1,5DWI.A,225,67.58946666666667,20.79012839851324,1.4802973661668754e-17,1.0
P03372,5DWJ,5DWJ_1,5DWJ.A,224,54.575357142857136,16.10946291495043,4.1023112486358673e-16,1.0
P03372,5DX3,5DX3_1,5DX3.A,227,27.68383259911894,8.082166087083438,3.286651420916763e-16,0.9999999999999999
P03372,5DX3,5DX3_2,5DX3.B,220,38.84190909090909,14.316498143143965,-1.715799219875242e-17,1.0
P03372,5DXB,5DXB_1,5DXB.A,227,26.061938325991193,6.948050766851908,-4.82237842414275e-16,1.0
P03372,5DXB,5DXB_2,5DXB.B,219,34.526347031963475,12.312528251850964,-3.589214161801876e-16,1.0
P03372,5DXG,5DXG_1,5DXG.A,226,17.99349557522124,6.892224726077871,2.456245629701674e-17,1.0
P03372,5DXK,5DXK_1,5DXK.B,231,53.994199134199135,17.567716508404068,-6.728624391667616e-17,1.0000000000000002
P03372,5DXM,5DXM_1,5DXM.B,231,62.064632034632034,21.05360142801487,4.3255442517863244e-17,0.9999999999999999
P03372,5DXP,5DXP_1,5DXP.B,224,43.97758928571428,15.078271218493738,3.3901453073375314e-16,1.0
P03372,5DXQ,5DXQ_1,5DXQ.B,224,43.68035714285714,20.225727866496964,1.2415663735205433e-16,1.0
