uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,experimental_method,has_stage3b_coordinate_data,method_is_xray,mapping_overlaps_lbd,lbd_mapping_category,standardized_lbd_start,standardized_lbd_end,standardized_lbd_length,construct_lbd_mapping_coverage,positive_occupancy_lbd_coverage,bfactor_usable_lbd_coverage,coverage_ge_080,coverage_ge_090,coverage_ge_095,coverage_ge_099,coverage_eq_100,coordinate_data_status,candidate_instance_count,resolution,resolution_project_range_status,r_free,r_free_status,identity_class,fusion_or_chimera,taxonomy_audit_status,previous_primary_qc_member,previous_primary_exclusion_reasons_json,representative_instance_id,label_asym_id,auth_asym_id,ligand_state,ligand_annotation_status,functional_ligand_component_ids,mmcif_sha256,in_completeness_95_sensitivity,in_completeness_99_sensitivity,in_completeness_80_sensitivity,in_ultrahigh_resolution_sensitivity,in_no_fusion_sensitivity
P10275,NR3C4,AR,Steroid hormone receptors,2AMA,2AMA_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.961207,0.961207,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.9,PASS_PROJECT_RANGE,0.241,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2AMA.A,A,A,HOLO,RESOLVED,"[""DHT""]",d7f32020e0dd5087bc43a6f09cad4123f175680497224dfcafde6080ad48e74e,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2AMB,2AMB_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.974138,0.974138,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.75,ULTRAHIGH_LT_1_8,0.209,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""RESOLUTION_LT_1_8""]",2AMB.A,A,A,HOLO,RESOLVED,"[""17H""]",8caa6bb20c4862151171d382fa4b1403e80e71f5c4d215167d8e073e680b127e,False,False,False,True,False
P10275,NR3C4,AR,Steroid hormone receptors,2AO6,2AO6_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.987069,0.961207,0.961207,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.89,PASS_PROJECT_RANGE,0.242,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2AO6.A,A,A,HOLO,RESOLVED,"[""R18""]",0705aebb702430a6009067aefc8e5aac89faf67a26a8daac7ba1c6983af1043b,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2AX6,2AX6_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.965517,0.965517,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.5,ULTRAHIGH_LT_1_8,0.274,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""RESOLUTION_LT_1_8""]",2AX6.A,A,A,HOLO,RESOLVED,"[""HFT""]",905d80381da267adaff66c9f7eb804fe17a6e0a873ed945007b3711184f48e2d,False,False,False,True,False
P10275,NR3C4,AR,Steroid hormone receptors,2AX7,2AX7_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.948276,0.948276,True,True,False,False,False,COORDINATE_DATA_AVAILABLE,1,1.9,PASS_PROJECT_RANGE,0.247,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2AX7.A,A,A,HOLO,RESOLVED,"[""FHM""]",f8111f90c978a298696d9b5d03e9101b899b9eb08a5a47fcf3e8381d09f6da51,False,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2AX8,2AX8_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.948276,0.948276,True,True,False,False,False,COORDINATE_DATA_AVAILABLE,1,1.7,ULTRAHIGH_LT_1_8,0.248,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""RESOLUTION_LT_1_8""]",2AX8.A,A,A,HOLO,RESOLVED,"[""FHM""]",9c1a791b4b7745a0ab1e99de88be49c801c504d3d59e14cc6112f03812272e5c,False,False,False,True,False
P10275,NR3C4,AR,Steroid hormone receptors,2AX9,2AX9_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.948276,0.948276,True,True,False,False,False,COORDINATE_DATA_AVAILABLE,1,1.65,ULTRAHIGH_LT_1_8,0.249,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""RESOLUTION_LT_1_8""]",2AX9.A,A,A,HOLO,RESOLVED,"[""BHM""]",7fc9bc20eeb062bbdf5bd5db39507ed181054485983b06e960ba12cbbc3d072f,False,False,False,True,False
P10275,NR3C4,AR,Steroid hormone receptors,2AXA,2AXA_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.948276,0.948276,True,True,False,False,False,COORDINATE_DATA_AVAILABLE,1,1.8,PASS_PROJECT_RANGE,0.25,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2AXA.A,A,A,HOLO,RESOLVED,"[""FHM""]",82bb4fc517c2e790415323f31c35cd847e45c188cc7bcb1e63fdd8f10dc4abba,False,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2HVC,2HVC_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.99569,0.99569,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,2.1,PASS_PROJECT_RANGE,0.253,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2HVC.A,A,A,HOLO,RESOLVED,"[""LGD""]",5c23b6ffde764cf2a102aacdf2d4843671fb2b5ac2b7e40434be902c5fcf02e6,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2OZ7,2OZ7_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.987069,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.8,PASS_PROJECT_RANGE,0.27,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2OZ7.A,A,A,HOLO,RESOLVED,"[""CA4""]",c625e3dc2019ccee9e6074c50fb8b0c4f8ad7ed617bcf21b44446ab83e922256,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIO,2PIO_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.03,PASS_PROJECT_RANGE,0.2868,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIO.A,A,A,HOLO,RESOLVED,"[""2MI"", ""DHT""]",b985c7f4d9b31bf6e8a41158b705b581a276d6642a9ea21f2c45032d21718fed,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIP,2PIP_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.991379,0.991379,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,1.8,PASS_PROJECT_RANGE,0.25,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIP.A,A,L,HOLO,RESOLVED,"[""DHT"", ""ICO"", ""K10""]",9ca3e3cf19b322346f306f470ea03b990e3a4e7e47ba8450abfdba22700e897a,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIQ,2PIQ_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.991379,0.991379,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,2.4,PASS_PROJECT_RANGE,0.25,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIQ.A,A,A,HOLO,RESOLVED,"[""DHT"", ""RB1""]",40a9662f3c15cbc3287d840ed786122c77fdf91e3bbfeb1bce83f2c4a512d9fe,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIR,2PIR_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.99569,0.99569,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,2.1,PASS_PROJECT_RANGE,0.26,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIR.A,A,A,HOLO,RESOLVED,"[""DHT"", ""NK""]",e3f2b482e561fd161e461336c97cc016f3cf6d65f6708791a4ee909b5bdaa94c,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIT,2PIT_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.99569,0.99569,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,1.76,ULTRAHIGH_LT_1_8,0.25,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""RESOLUTION_LT_1_8""]",2PIT.A,A,A,HOLO,RESOLVED,"[""4HY"", ""DHT""]",1059e095441ff609b3034b8d3f2f99986c1308f552f2cb9c159d23a702b49b86,False,False,False,True,False
P10275,NR3C4,AR,Steroid hormone receptors,2PIU,2PIU_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.12,PASS_PROJECT_RANGE,0.27,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIU.A,A,A,HOLO,RESOLVED,"[""4HY"", ""DHT""]",b5fc8a4225ab09b9c4c99e1553648a6cac6ccfe1448b12924b2bd62f87b428be,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIV,2PIV_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.991379,0.991379,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,1.95,PASS_PROJECT_RANGE,0.25,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIV.A,A,A,HOLO,RESOLVED,"[""DHT"", ""T3""]",61865ed8e3b215a9c284e66ba52cc201579e0efd3a8c259cda4f6c00e5f4b0d6,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIW,2PIW_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.58,PASS_PROJECT_RANGE,0.28,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIW.A,A,A,HOLO,RESOLVED,"[""DHT"", ""T3""]",8c5a1ca3fe1bd09c4669bc91ba8ecc47ffd8de0db5cae5ac482e9a3f194f6acf,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PIX,2PIX_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.4,PASS_PROJECT_RANGE,0.28,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PIX.A,A,A,HOLO,RESOLVED,"[""DHT"", ""FLF""]",ea7a17b2ad0f613c336b536e518f32118033e13970b53f8503012015f32c0c06,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PKL,2PKL_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.99569,0.991379,0.991379,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,2.49,PASS_PROJECT_RANGE,0.26,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2PKL.A,A,A,HOLO,RESOLVED,"[""4HY"", ""DHT""]",a0d63685683a8f7b3f7ea48039d3e874a01becea72fd98fcf207f66f38406284,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2PNU,2PNU_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.969828,0.969828,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.65,ULTRAHIGH_LT_1_8,0.205,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""RESOLUTION_LT_1_8""]",2PNU.A,A,A,HOLO,RESOLVED,"[""ENM"", ""MES""]",9abd37acc96add110a75a78f7bbf6f7f4c97ab3281870f489ef5d9764146fb88,False,False,False,True,False
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.952586,0.952586,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.87,PASS_PROJECT_RANGE,0.21714,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2Q7I.A,A,A,HOLO,RESOLVED,"[""TES""]",356a1bd9772454bca2e29a1990ab235e3f6b609e968d24376816198aff78f9d1,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,669,900,232,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.87,PASS_PROJECT_RANGE,0.21714,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P10275,NR3C4,AR,Steroid hormone receptors,2Q7J,2Q7J_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.978448,0.978448,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.9,PASS_PROJECT_RANGE,0.22027,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2Q7J.A,A,A,HOLO,RESOLVED,"[""TES""]",beb3662e631b8ee95f025617f71106505aa648741ce83800e5663e9e13fee4d5,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.956897,0.956897,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.8,PASS_PROJECT_RANGE,0.20856,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2Q7K.A,A,A,HOLO,RESOLVED,"[""TES""]",aa85b8f629767a09193f7a7109bcc23c307c7753804022e6d4125f1a16a0a156,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,669,900,232,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.8,PASS_PROJECT_RANGE,0.20856,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P10275,NR3C4,AR,Steroid hormone receptors,2Q7L,2Q7L_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.978448,0.978448,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.92,PASS_PROJECT_RANGE,0.22051,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2Q7L.A,A,A,HOLO,RESOLVED,"[""TES""]",c6444f0351b2b15df1fb94fd056f1c074486de4170bc3b37b4ecedec0bc722b9,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2YHD,2YHD_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.987069,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.2,PASS_PROJECT_RANGE,0.25912,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2YHD.A,A,A,HOLO,RESOLVED,"[""AV6"", ""TES""]",cf3aa475c18938a7481a09d87d25f43c3695fa4df479f2073a1be34e47913caf,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2YLO,2YLO_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.991379,0.991379,True,True,True,True,False,COORDINATE_DATA_AVAILABLE,1,2.5,PASS_PROJECT_RANGE,0.28865,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2YLO.A,A,A,HOLO,RESOLVED,"[""TES"", ""YLO""]",7f174270feb6f5025fb818497d4a6da1f76c071b69b4d260a13a203b2675fd8b,True,True,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2YLP,2YLP_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.3,PASS_PROJECT_RANGE,0.24944,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2YLP.A,A,A,HOLO,RESOLVED,"[""056"", ""TES""]",bae0a75fabb9b104e4312db5688bf890b019dabdae97307c180690a260700b4d,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2YLQ,2YLQ_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,1.0,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.4,PASS_PROJECT_RANGE,0.27188,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2YLQ.A,A,A,HOLO,RESOLVED,"[""TES"", ""YLQ""]",897d4709f9eb3de600ec398caed5f7745dbb3f30482dc04e7a69db3576d21fe8,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,2Z4J,2Z4J_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.987069,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,2.6,PASS_PROJECT_RANGE,0.234,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],2Z4J.A,A,A,HOLO,RESOLVED,"[""DHT""]",abc9b00877298158251d7951ed9c29e8953f8ac838f95008b771b5ecf62e8d1c,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,3B5R,3B5R_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.987069,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.8,PASS_PROJECT_RANGE,0.272,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],3B5R.A,A,A,HOLO,RESOLVED,"[""B5R""]",53d43b24a09fde7beadc9f84d8023294e9a92e09186f2007fcad9e4032ceda11,True,False,True,False,True
P10275,NR3C4,AR,Steroid hormone receptors,3B65,3B65_1,1,"[""X-RAY DIFFRACTION""]",True,True,True,NEAR_COMPLETE_LBD,669,900,232,0.987069,0.987069,0.987069,True,True,True,False,False,COORDINATE_DATA_AVAILABLE,1,1.8,PASS_PROJECT_RANGE,0.292,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,True,[],3B65.A,A,A,HOLO,RESOLVED,"[""3B6""]",778278c41b17071369cdb1a935cce8fcce44085f690410ff6770fe81b7a9eecb,True,False,True,False,True
