uniprot_id,nr_code,common_name,pdb_id,polymer_entity_id,any_instance_ge_100pct,all_instances_ge_100pct,any_instance_ge_99pct,all_instances_ge_99pct,any_instance_ge_95pct,all_instances_ge_95pct,any_instance_ge_90pct,all_instances_ge_90pct,any_instance_ge_80pct,all_instances_ge_80pct
O75469,NR1I2,PXR,6TFI,6TFI_1,False,False,False,False,True,False,True,True,True,True
O75469,NR1I2,PXR,6XP9,6XP9_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,7AX8,7AX8_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AX9,7AX9_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXA,7AXA_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXB,7AXB_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXC,7AXC_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,7AXD,7AXD_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXE,7AXE_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXF,7AXF_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,7AXG,7AXG_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXH,7AXH_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXI,7AXI_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXJ,7AXJ_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXK,7AXK_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7AXL,7AXL_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7N2A,7N2A_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7RIO,7RIO_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7RIU,7RIU_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7RIV,7RIV_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,7YFK,7YFK_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8CCT,8CCT_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8CF9,8CF9_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8CH8,8CH8_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8E3N,8E3N_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8EQZ,8EQZ_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8F5Y,8F5Y_1,False,False,False,False,True,False,True,False,True,True
O75469,NR1I2,PXR,8FPE,8FPE_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8R00,8R00_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8R81,8R81_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8R82,8R82_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8SVN,8SVN_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8SVO,8SVO_1,False,False,False,False,False,False,True,False,True,True
O75469,NR1I2,PXR,8SVP,8SVP_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,8SVQ,8SVQ_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8SVR,8SVR_1,False,False,False,False,False,False,True,False,True,True
O75469,NR1I2,PXR,8SVS,8SVS_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,8SVT,8SVT_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8SVU,8SVU_1,False,False,False,False,False,False,True,False,True,True
O75469,NR1I2,PXR,8SVX,8SVX_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,8SZV,8SZV_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9BEQ,9BEQ_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9FZG,9FZG_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,9FZH,9FZH_1,False,False,False,False,False,False,False,False,True,True
O75469,NR1I2,PXR,9FZI,9FZI_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9FZJ,9FZJ_1,False,False,False,False,True,True,True,True,True,True
O75469,NR1I2,PXR,9O41,9O41_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9O42,9O42_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9O43,9O43_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9O44,9O44_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9O45,9O45_1,False,False,False,False,False,False,True,True,True,True
O75469,NR1I2,PXR,9O46,9O46_1,False,False,False,False,False,False,True,True,True,True
O95718,NR3B2,ERRβ,6LIT,6LIT_1,False,False,False,False,False,False,False,False,True,True
O95718,NR3B2,ERRβ,6LN4,6LN4_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1A52,1A52_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1ERE,1ERE_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1ERR,1ERR_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,1G50,1G50_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1GWQ,1GWQ_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1GWR,1GWR_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1L2I,1L2I_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1PCG,1PCG_1,False,False,True,False,True,False,True,True,True,True
P03372,NR3A1,ERα,1QKT,1QKT_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1QKU,1QKU_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1R5K,1R5K_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1SJ0,1SJ0_1,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1UOM,1UOM_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1X7E,1X7E_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1X7R,1X7R_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1XP1,1XP1_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1XP6,1XP6_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1XP9,1XP9_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1XPC,1XPC_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1XQC,1XQC_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,1YIM,1YIM_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,1YIN,1YIN_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,1ZKY,1ZKY_1,True,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2AYR,2AYR_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,2B1V,2B1V_1,True,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2B1Z,2B1Z_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2B23,2B23_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,2BJ4,2BJ4_1,False,False,False,False,False,False,False,False,True,True
P03372,NR3A1,ERα,2BJ4,2BJ4_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2FAI,2FAI_1,True,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2G44,2G44_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2G5O,2G5O_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2I0J,2I0J_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2IOG,2IOG_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,2IOK,2IOK_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2JF9,2JF9_1,False,False,False,False,False,False,False,False,True,True
P03372,NR3A1,ERα,2JFA,2JFA_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2JFA,2JFA_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2OCF,2OCF_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2OUZ,2OUZ_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,2P15,2P15_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2POG,2POG_1,False,False,False,False,False,False,True,False,True,True
P03372,NR3A1,ERα,2Q6J,2Q6J_1,False,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2Q70,2Q70_1,False,False,False,False,True,False,True,False,True,True
P03372,NR3A1,ERα,2QA6,2QA6_1,False,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QA8,2QA8_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2QA8,2QA8_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QAB,2QAB_1,True,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QE4,2QE4_1,False,False,False,False,False,False,False,False,True,True
P03372,NR3A1,ERα,2QGT,2QGT_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QGW,2QGW_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QH6,2QH6_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2QR9,2QR9_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QSE,2QSE_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2QXM,2QXM_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,2QXS,2QXS_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,2QZO,2QZO_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2QZO,2QZO_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,2R6W,2R6W_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2R6Y,2R6Y_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2YAT,2YAT_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,2YJA,2YJA_2,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,3DT3,3DT3_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3ERD,3ERD_1,True,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3ERT,3ERT_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,3HLV,3HLV_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3HM1,3HM1_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3L03,3L03_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3OS8,3OS8_1,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,3OS8,3OS8_2,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,3OS9,3OS9_1,False,False,False,False,True,False,True,False,True,True
P03372,NR3A1,ERα,3OSA,3OSA_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,3Q95,3Q95_1,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,3Q95,3Q95_2,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,3UU7,3UU7_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3UU7,3UU7_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3UUA,3UUA_1,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,3UUA,3UUA_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,3UUC,3UUC_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,3UUD,3UUD_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,3UUD,3UUD_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4DMA,4DMA_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4IU7,4IU7_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4IUI,4IUI_1,False,False,False,False,False,False,True,False,True,True
P03372,NR3A1,ERα,4IV2,4IV2_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4IV4,4IV4_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4IVW,4IVW_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4IVY,4IVY_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4IW6,4IW6_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4IW8,4IW8_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4IWC,4IWC_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4IWF,4IWF_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4MG5,4MG5_1,False,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG6,4MG6_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG7,4MG7_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG7,4MG7_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG8,4MG8_1,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG8,4MG8_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG9,4MG9_1,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,4MG9,4MG9_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4MGA,4MGA_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MGA,4MGA_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MGB,4MGB_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MGB,4MGB_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4MGC,4MGC_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MGD,4MGD_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4MGD,4MGD_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4PP6,4PP6_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4PPP,4PPP_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4PPS,4PPS_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4PXM,4PXM_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4Q13,4Q13_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4Q50,4Q50_1,False,False,False,False,False,False,True,False,True,True
P03372,NR3A1,ERα,4TUZ,4TUZ_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4TUZ,4TUZ_2,False,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,4TV1,4TV1_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4TV1,4TV1_2,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4XI3,4XI3_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4ZN7,4ZN7_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,4ZN9,4ZN9_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,4ZNH,4ZNH_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4ZNS,4ZNS_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4ZNT,4ZNT_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4ZNU,4ZNU_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4ZNV,4ZNV_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,4ZNW,4ZNW_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5AAU,5AAU_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5AAV,5AAV_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5AAV,5AAV_2,False,False,False,False,False,False,False,False,True,True
P03372,NR3A1,ERα,5ACC,5ACC_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5AK2,5AK2_1,False,False,False,False,False,False,True,False,True,True
P03372,NR3A1,ERα,5DI7,5DI7_1,True,False,True,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DID,5DID_1,True,False,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,5DIE,5DIE_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DIG,5DIG_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DK9,5DK9_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DKB,5DKB_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DKE,5DKE_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DKG,5DKG_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DKS,5DKS_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DL4,5DL4_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DLR,5DLR_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DMC,5DMC_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DMF,5DMF_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DP0,5DP0_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DRJ,5DRJ_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DRM,5DRM_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DTV,5DTV_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DU5,5DU5_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DUE,5DUE_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DUG,5DUG_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DUH,5DUH_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DVS,5DVS_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DVV,5DVV_1,False,False,False,False,False,False,False,False,True,True
P03372,NR3A1,ERα,5DWE,5DWE_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DWG,5DWG_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DWI,5DWI_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DWJ,5DWJ_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DX3,5DX3_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DX3,5DX3_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DXB,5DXB_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DXB,5DXB_2,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DXE,5DXE_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DXG,5DXG_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DXK,5DXK_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DXM,5DXM_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DXP,5DXP_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DXQ,5DXQ_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5DXR,5DXR_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DY8,5DY8_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DYB,5DYB_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DYD,5DYD_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DZ0,5DZ0_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DZ1,5DZ1_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DZ3,5DZ3_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5DZH,5DZH_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5DZI,5DZI_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5E0W,5E0W_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5E0X,5E0X_1,False,False,False,False,False,False,True,True,True,True
P03372,NR3A1,ERα,5E14,5E14_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5E15,5E15_1,False,False,False,False,False,False,True,False,True,True
P03372,NR3A1,ERα,5E19,5E19_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5E1C,5E1C_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5EGV,5EGV_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5EHJ,5EHJ_1,False,False,False,False,True,False,True,True,True,True
P03372,NR3A1,ERα,5EI1,5EI1_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5EIT,5EIT_1,False,False,False,False,True,True,True,True,True,True
P03372,NR3A1,ERα,5FQP,5FQP_1,True,True,True,True,True,True,True,True,True,True
P03372,NR3A1,ERα,5FQR,5FQR_1,False,False,False,False,False,False,True,True,True,True
