uniprot_id,nr_code,common_name,polymer_entity_id,pdb_id,entity_id,query_length,target_length,rcsb_reference_sequence_coverage,rcsb_entity_sequence_coverage,aligned_regions_json,is_stage2_candidate,duplicate_alignment_flagged
P10275,NR3C4,AR,2PNU_1,2PNU,1,920,266,0.2891304347826087,1.0,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",True,False
P10275,NR3C4,AR,3V49_1,3V49,1,920,266,0.2891304347826087,1.0,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",True,False
P10275,NR3C4,AR,1E3G_1,1E3G,1,920,263,0.2858695652173913,1.0,"[{""query_begin"":658,""query_end"":920,""target_begin"":1,""target_end"":263}]",True,False
P10275,NR3C4,AR,4QL8_1,4QL8,1,920,259,0.28043478260869564,0.9961389961389961,"[{""query_begin"":663,""query_end"":920,""target_begin"":2,""target_end"":259}]",True,False
P10275,NR3C4,AR,8FGY_1,8FGY,1,920,258,0.28043478260869564,1.0,"[{""query_begin"":663,""query_end"":920,""target_begin"":1,""target_end"":258}]",True,False
P10275,NR3C4,AR,8FGZ_1,8FGZ,1,920,258,0.28043478260869564,1.0,"[{""query_begin"":663,""query_end"":920,""target_begin"":1,""target_end"":258}]",True,False
P10275,NR3C4,AR,8FH0_1,8FH0,1,920,258,0.28043478260869564,1.0,"[{""query_begin"":663,""query_end"":920,""target_begin"":1,""target_end"":258}]",True,False
P10275,NR3C4,AR,8FH1_1,8FH1,1,920,258,0.28043478260869564,1.0,"[{""query_begin"":663,""query_end"":920,""target_begin"":1,""target_end"":258}]",True,False
P10275,NR3C4,AR,8FH2_1,8FH2,1,920,258,0.28043478260869564,1.0,"[{""query_begin"":663,""query_end"":920,""target_begin"":1,""target_end"":258}]",True,False
P10275,NR3C4,AR,1XJ7_1,1XJ7,1,920,257,0.2793478260869565,1.0,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",True,False
P10275,NR3C4,AR,2Q7I_1,2Q7I,1,920,257,0.2793478260869565,1.0,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",True,False
P10275,NR3C4,AR,2Q7J_1,2Q7J,1,920,257,0.2793478260869565,1.0,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",True,False
P10275,NR3C4,AR,2Q7K_1,2Q7K,1,920,257,0.2793478260869565,1.0,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",True,False
P10275,NR3C4,AR,2Q7L_1,2Q7L,1,920,257,0.2793478260869565,1.0,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",True,False
P10275,NR3C4,AR,2AX6_1,2AX6,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2AX7_1,2AX7,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2AX8_1,2AX8,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2AX9_1,2AX9,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2AXA_1,2AXA,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2YLO_1,2YLO,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2YLP_1,2YLP,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,2YLQ_1,2YLQ,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,3ZQT_1,3ZQT,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,4HLW_1,4HLW,1,920,256,0.2782608695652174,1.0,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",True,False
P10275,NR3C4,AR,8E1A_1,8E1A,1,920,277,0.2782608695652174,0.924187725631769,"[{""query_begin"":665,""query_end"":920,""target_begin"":22,""target_end"":277}]",True,False
P10275,NR3C4,AR,5JJM_1,5JJM,1,920,252,0.27391304347826084,1.0,"[{""query_begin"":669,""query_end"":920,""target_begin"":1,""target_end"":252}]",True,False
P10275,NR3C4,AR,5JJM_3,5JJM,3,920,252,0.27391304347826084,1.0,"[{""query_begin"":669,""query_end"":920,""target_begin"":1,""target_end"":252}]",True,False
P10275,NR3C4,AR,1T5Z_1,1T5Z,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,1T63_1,1T63,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,1T65_1,1T65,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIO_1,2PIO,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIP_1,2PIP,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIQ_1,2PIQ,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIR_1,2PIR,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIT_1,2PIT,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIU_1,2PIU,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIV_1,2PIV,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIW_1,2PIW,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PIX_1,2PIX,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2PKL_1,2PKL,1,920,251,0.2728260869565217,1.0,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",True,False
P10275,NR3C4,AR,2HVC_1,2HVC,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":670,""query_end"":919,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OEA_1,4OEA,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OED_1,4OED,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OEY_1,4OEY,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OEZ_1,4OEZ,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OFR_1,4OFR,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OFU_1,4OFU,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OGH_1,4OGH,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OH5_1,4OH5,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OH6_1,4OH6,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OHA_1,4OHA,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OIL_1,4OIL,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OIU_1,4OIU,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OJ9_1,4OJ9,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OJB_1,4OJB,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OK1_1,4OK1,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OKB_1,4OKB,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OKT_1,4OKT,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OKW_1,4OKW,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OKX_1,4OKX,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,4OLM_1,4OLM,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,5VO4_1,5VO4,1,920,250,0.2717391304347826,1.0,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",True,False
P10275,NR3C4,AR,3L3X_1,3L3X,1,920,250,0.27065217391304347,0.996,"[{""query_begin"":671,""query_end"":919,""target_begin"":2,""target_end"":250}]",True,False
P10275,NR3C4,AR,3L3Z_1,3L3Z,1,920,250,0.27065217391304347,0.996,"[{""query_begin"":671,""query_end"":919,""target_begin"":2,""target_end"":250}]",True,False
P10275,NR3C4,AR,4K7A_1,4K7A,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":671,""query_end"":919,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,1GS4_1,1GS4,1,920,248,0.26956521739130435,1.0,"[{""query_begin"":671,""query_end"":918,""target_begin"":1,""target_end"":248}]",True,False
P10275,NR3C4,AR,1XOW_1,1XOW,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,1XQ3_1,1XQ3,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,2AO6_1,2AO6,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,2OZ7_1,2OZ7,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,2YHD_1,2YHD,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,3B5R_1,3B5R,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,3B65_1,3B65,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,3B66_1,3B66,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,3B67_1,3B67,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,3B68_1,3B68,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,3V4A_1,3V4A,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,5T8E_1,5T8E,1,920,258,0.27065217391304347,0.9651162790697675,"[{""query_begin"":672,""query_end"":920,""target_begin"":10,""target_end"":258}]",True,False
P10275,NR3C4,AR,5T8J_1,5T8J,1,920,258,0.27065217391304347,0.9651162790697675,"[{""query_begin"":672,""query_end"":920,""target_begin"":10,""target_end"":258}]",True,False
P10275,NR3C4,AR,5V8Q_1,5V8Q,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,7ZTX_1,7ZTX,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,7ZTZ_1,7ZTZ,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,7ZU1_1,7ZU1,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,7ZU2_1,7ZU2,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,9GZD_1,9GZD,1,920,249,0.27065217391304347,1.0,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",True,False
P10275,NR3C4,AR,2Z4J_1,2Z4J,1,920,248,0.26956521739130435,1.0,"[{""query_begin"":672,""query_end"":919,""target_begin"":1,""target_end"":248}]",True,False
P10275,NR3C4,AR,3RLJ_1,3RLJ,1,920,247,0.2684782608695652,1.0,"[{""query_begin"":672,""query_end"":918,""target_begin"":1,""target_end"":247}]",True,False
P10275,NR3C4,AR,3RLL_1,3RLL,1,920,247,0.2684782608695652,1.0,"[{""query_begin"":672,""query_end"":918,""target_begin"":1,""target_end"":247}]",True,False
P10275,NR3C4,AR,1Z95_1,1Z95,1,920,246,0.2673913043478261,1.0,"[{""query_begin"":673,""query_end"":918,""target_begin"":1,""target_end"":246}]",True,False
P03372,NR3A1,ERα,8ZZR_1,8ZZR,1,595,184,0.3092436974789916,1.0,"[{""query_begin"":1,""query_end"":184,""target_begin"":1,""target_end"":184}]",False,False
P03372,NR3A1,ERα,1HCQ_3,1HCQ,3,595,84,0.13949579831932774,0.9880952380952381,"[{""query_begin"":180,""query_end"":262,""target_begin"":2,""target_end"":84}]",True,False
P03372,NR3A1,ERα,1HCP_1,1HCP,1,595,76,0.12605042016806722,0.9868421052631579,"[{""query_begin"":180,""query_end"":254,""target_begin"":2,""target_end"":76}]",True,False
P03372,NR3A1,ERα,4AA6_1,4AA6,1,595,71,0.11932773109243698,1.0,"[{""query_begin"":182,""query_end"":252,""target_begin"":1,""target_end"":71}]",True,False
P03372,NR3A1,ERα,4O6F_2,4O6F,2,595,11,0.018487394957983194,1.0,"[{""query_begin"":261,""query_end"":271,""target_begin"":1,""target_end"":11}]",True,False
P03372,NR3A1,ERα,2LLO_2,2LLO,2,595,19,0.031932773109243695,1.0,"[{""query_begin"":287,""query_end"":305,""target_begin"":1,""target_end"":19}]",True,False
P03372,NR3A1,ERα,2LLQ_2,2LLQ,2,595,19,0.031932773109243695,1.0,"[{""query_begin"":287,""query_end"":305,""target_begin"":1,""target_end"":19}]",True,False
P03372,NR3A1,ERα,5T0X_2,5T0X,2,595,19,0.031932773109243695,1.0,"[{""query_begin"":287,""query_end"":305,""target_begin"":1,""target_end"":19}]",True,False
P03372,NR3A1,ERα,1A52_1,1A52,1,595,258,0.4336134453781513,1.0,"[{""query_begin"":297,""query_end"":554,""target_begin"":1,""target_end"":258}]",True,False
P03372,NR3A1,ERα,1L2I_1,1L2I,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,1R5K_1,1R5K,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,3ERD_1,3ERD,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,3ERT_1,3ERT,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5DX3_1,5DX3,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5DX3_2,5DX3,2,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5DXB_1,5DXB,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5DXB_2,5DXB,2,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5DXE_1,5DXE,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5DXG_1,5DXG,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5WGD_1,5WGD,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,5WGQ_1,5WGQ,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,6PIT_1,6PIT,1,595,262,0.4336134453781513,0.9847328244274809,"[{""query_begin"":297,""query_end"":554,""target_begin"":5,""target_end"":262}]",True,False
P03372,NR3A1,ERα,6PIT_2,6PIT,2,595,262,0.4336134453781513,0.9847328244274809,"[{""query_begin"":297,""query_end"":554,""target_begin"":5,""target_end"":262}]",True,False
P03372,NR3A1,ERα,6SBO_1,6SBO,1,595,260,0.4336134453781513,0.9923076923076923,"[{""query_begin"":297,""query_end"":554,""target_begin"":3,""target_end"":260}]",True,False
P03372,NR3A1,ERα,7T2X_1,7T2X,1,595,261,0.4336134453781513,0.9885057471264368,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",True,False
P03372,NR3A1,ERα,7WNV_1,7WNV,1,595,259,0.4336134453781513,0.9961389961389961,"[{""query_begin"":297,""query_end"":554,""target_begin"":2,""target_end"":259}]",True,False
P03372,NR3A1,ERα,2OCF_1,2OCF,1,595,298,0.5008403361344538,1.0,"[{""query_begin"":298,""query_end"":595,""target_begin"":1,""target_end"":298}]",True,False
P03372,NR3A1,ERα,1ZKY_1,1ZKY,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2B1V_1,2B1V,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2B1Z_1,2B1Z,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2B23_1,2B23,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2FAI_1,2FAI,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2G44_1,2G44,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2G5O_1,2G5O,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,2P15_1,2P15,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2Q6J_1,2Q6J,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QA6_1,2QA6,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QA8_1,2QA8,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QA8_2,2QA8,2,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QAB_1,2QAB,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QGT_1,2QGT,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QGW_1,2QGW,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QH6_1,2QH6,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QR9_1,2QR9,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QSE_1,2QSE,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QXM_1,2QXM,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QXS_1,2QXS,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QZO_1,2QZO,1,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,2QZO_2,2QZO,2,595,258,0.4319327731092437,0.9961240310077519,"[{""query_begin"":298,""query_end"":554,""target_begin"":2,""target_end"":258}]",True,False
P03372,NR3A1,ERα,3Q95_1,3Q95,1,595,260,0.4319327731092437,0.9884615384615385,"[{""query_begin"":298,""query_end"":554,""target_begin"":4,""target_end"":260}]",True,False
P03372,NR3A1,ERα,3Q95_2,3Q95,2,595,260,0.4319327731092437,0.9884615384615385,"[{""query_begin"":298,""query_end"":554,""target_begin"":4,""target_end"":260}]",True,False
P03372,NR3A1,ERα,5DI7_1,5DI7,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
P03372,NR3A1,ERα,5DID_1,5DID,1,595,257,0.4319327731092437,1.0,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",True,False
