uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,entity_description,entity_sequence_length,label_asym_ids,auth_asym_ids,all_mapped_uniprot_accessions,mapping_contains_query_uniprot,mapping_status,source_organism_names,source_taxonomy_ids,experimental_methods,structure_determination_methodology,resolution_combined,r_work,r_free,deposit_date,initial_release_date,is_xray,is_cryo_em,is_nmr,is_other_experimental,has_resolution,has_r_free,source_includes_homo_sapiens_9606,is_current_pdb_entry,computed_reference_sequence_coverage_x,computed_entity_sequence_coverage_x,rcsb_reference_sequence_coverage_x,rcsb_entity_sequence_coverage_x,computed_reference_sequence_coverage_y,computed_entity_sequence_coverage_y,rcsb_reference_sequence_coverage_y,rcsb_entity_sequence_coverage_y,computed_reference_sequence_coverage,computed_entity_sequence_coverage,rcsb_reference_sequence_coverage,rcsb_entity_sequence_coverage
P10275,NR3C4,AR,Steroid hormone receptors,2PIQ,2PIQ_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.4],[0.21],[0.25],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PIR,2PIR_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.1],[0.22],[0.26],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PIT,2PIT_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.76],[0.22],[0.25],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PIU,2PIU_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.12],[0.24],[0.27],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PIV,2PIV_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.95],[0.23],[0.25],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PIW,2PIW_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.58],[0.24],[0.28],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PIX,2PIX_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.4],[0.25],[0.28],2007-04-13T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PKL,2PKL_1,1,Androgen receptor,251,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.49],[],[0.26],2007-04-17T00:00:00Z,2007-09-25T00:00:00Z,True,False,False,False,True,True,True,True,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0,0.272826,1.0,0.2728260869565217,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2PNU,2PNU_1,1,Androgen receptor,266,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.65],[0.183],[0.205],2007-04-25T00:00:00Z,2007-09-11T00:00:00Z,True,False,False,False,True,True,True,True,0.28913,1.0,0.2891304347826087,1.0,0.28913,1.0,0.2891304347826087,1.0,0.28913,1.0,0.2891304347826087,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_1,1,Androgen receptor,257,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.87],[0.17303],[0.21714],2007-06-06T00:00:00Z,2007-07-24T00:00:00Z,True,False,False,False,True,True,True,True,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_2,2,Androgen receptor,11,"[""B""]","[""B""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.87],[0.17303],[0.21714],2007-06-06T00:00:00Z,2007-07-24T00:00:00Z,True,False,False,False,True,True,True,True,0.011957,1.0,0.0119565217391304,1.0,0.011957,1.0,0.0119565217391304,1.0,0.011957,1.0,0.0119565217391304,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Q7J,2Q7J_1,1,Androgen receptor,257,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.18023],[0.22027],2007-06-07T00:00:00Z,2007-07-24T00:00:00Z,True,False,False,False,True,True,True,True,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_1,1,Androgen receptor,257,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.8],[0.18023],[0.20856],2007-06-07T00:00:00Z,2007-07-24T00:00:00Z,True,False,False,False,True,True,True,True,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_2,2,Androgen receptor,11,"[""B""]","[""B""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.8],[0.18023],[0.20856],2007-06-07T00:00:00Z,2007-07-24T00:00:00Z,True,False,False,False,True,True,True,True,0.011957,1.0,0.0119565217391304,1.0,0.011957,1.0,0.0119565217391304,1.0,0.011957,1.0,0.0119565217391304,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Q7L,2Q7L_1,1,Androgen receptor,257,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.92],[0.18248],[0.22051],2007-06-07T00:00:00Z,2007-07-24T00:00:00Z,True,False,False,False,True,True,True,True,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0,0.279348,1.0,0.2793478260869565,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2YHD,2YHD_1,1,ANDROGEN RECEPTOR,249,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.2],[0.20898],[0.25912],2011-04-28T00:00:00Z,2011-09-21T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2YLO,2YLO_1,1,ANDROGEN RECEPTOR,256,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.5],[0.22376],[0.28865],2011-06-04T00:00:00Z,2011-07-06T00:00:00Z,True,False,False,False,True,True,True,True,0.278261,1.0,0.2782608695652174,1.0,0.278261,1.0,0.2782608695652174,1.0,0.278261,1.0,0.2782608695652174,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2YLP,2YLP_1,1,ANDROGEN RECEPTOR,256,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.3],[0.19478],[0.24944],2011-06-04T00:00:00Z,2011-07-06T00:00:00Z,True,False,False,False,True,True,True,True,0.278261,1.0,0.2782608695652174,1.0,0.278261,1.0,0.2782608695652174,1.0,0.278261,1.0,0.2782608695652174,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2YLQ,2YLQ_1,1,ANDROGEN RECEPTOR,256,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.4],[0.20134],[0.27188],2011-06-04T00:00:00Z,2011-07-06T00:00:00Z,True,False,False,False,True,True,True,True,0.278261,1.0,0.2782608695652174,1.0,0.278261,1.0,0.2782608695652174,1.0,0.278261,1.0,0.2782608695652174,1.0
P10275,NR3C4,AR,Steroid hormone receptors,2Z4J,2Z4J_1,1,Androgen receptor,248,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.6],[0.207],[0.234],2007-06-19T00:00:00Z,2007-12-04T00:00:00Z,True,False,False,False,True,True,True,True,0.269565,1.0,0.2695652173913043,1.0,0.269565,1.0,0.2695652173913043,1.0,0.269565,1.0,0.2695652173913043,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3B5R,3B5R_1,1,Androgen receptor,249,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.8],[0.233],[0.272],2007-10-26T00:00:00Z,2008-09-09T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3B65,3B65_1,1,Androgen receptor,249,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.8],[0.242],[0.292],2007-10-27T00:00:00Z,2008-09-09T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3B66,3B66_1,1,Androgen receptor,249,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.65],[0.213],[0.242],2007-10-27T00:00:00Z,2008-09-09T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3B67,3B67_1,1,Androgen receptor,249,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.226],[0.273],2007-10-27T00:00:00Z,2008-09-09T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3B68,3B68_1,1,Androgen receptor,249,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.234],[0.274],2007-10-27T00:00:00Z,2008-09-09T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0,0.270652,1.0,0.2706521739130434,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3BTR,3BTR_2,2,Androgen receptor,15,"[""B""]","[""B""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.6],[0.18568],[0.2289],2007-12-30T00:00:00Z,2008-12-30T00:00:00Z,True,False,False,False,True,True,True,True,0.016304,1.0,0.0163043478260869,1.0,0.016304,1.0,0.0163043478260869,1.0,0.016304,1.0,0.0163043478260869,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3L3X,3L3X_1,1,Androgen receptor,250,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.55],[0.17947],[0.20568],2009-12-18T00:00:00Z,2010-01-12T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,0.996,0.2706521739130434,0.996,0.270652,0.996,0.2706521739130434,0.996,0.270652,0.996,0.2706521739130434,0.996
P10275,NR3C4,AR,Steroid hormone receptors,3L3Z,3L3Z_1,1,Androgen receptor,250,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.0],[0.1928],[0.24263],2009-12-18T00:00:00Z,2010-01-12T00:00:00Z,True,False,False,False,True,True,True,True,0.270652,0.996,0.2706521739130434,0.996,0.270652,0.996,0.2706521739130434,0.996,0.270652,0.996,0.2706521739130434,0.996
P10275,NR3C4,AR,Steroid hormone receptors,3RLJ,3RLJ_1,1,Androgen receptor,247,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.221],[0.265],2011-04-19T00:00:00Z,2011-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.268478,1.0,0.2684782608695652,1.0,0.268478,1.0,0.2684782608695652,1.0,0.268478,1.0,0.2684782608695652,1.0
P10275,NR3C4,AR,Steroid hormone receptors,3RLL,3RLL_1,1,Androgen receptor,247,"[""A""]","[""A""]","[""P10275""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.7],[0.235],[0.263],2011-04-19T00:00:00Z,2011-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.268478,1.0,0.2684782608695652,1.0,0.268478,1.0,0.2684782608695652,1.0,0.268478,1.0,0.2684782608695652,1.0
