uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,stage3b_coordinate_selected,representative_instance_id,label_asym_id,auth_asym_id,experimental_methods,resolution,r_free,standardized_lbd_start,standardized_lbd_end,standardized_lbd_length,positive_occupancy_lbd_coverage,bfactor_usable_lbd_coverage,completeness_ge_090,completeness_ge_095,completeness_ge_099,completeness_ge_080,completeness_eq_100,identity_class,fusion_or_chimera,primary_method_pass,primary_completeness_pass,primary_resolution_pass,primary_rfree_pass,primary_identity_pass,primary_selection_status,primary_exclusion_reasons_json,in_primary_set,in_completeness_95_sensitivity,in_completeness_99_sensitivity,in_completeness_80_sensitivity,in_ultrahigh_resolution_sensitivity,in_no_fusion_sensitivity,selection_policy_version
P10275,NR3C4,AR,Steroid hormone receptors,2AM9,2AM9_1,1,True,2AM9.A,A,A,"[""X-RAY DIFFRACTION""]",1.64,0.23,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AMA,2AMA_1,1,True,2AMA.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.241,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AMB,2AMB_1,1,True,2AMB.A,A,A,"[""X-RAY DIFFRACTION""]",1.75,0.209,669,900,232,0.974138,0.974138,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AO6,2AO6_1,1,True,2AO6.A,A,A,"[""X-RAY DIFFRACTION""]",1.89,0.242,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AX6,2AX6_1,1,True,2AX6.A,A,A,"[""X-RAY DIFFRACTION""]",1.5,0.274,669,900,232,0.965517,0.965517,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AX7,2AX7_1,1,True,2AX7.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.247,669,900,232,0.948276,0.948276,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AX8,2AX8_1,1,True,2AX8.A,A,A,"[""X-RAY DIFFRACTION""]",1.7,0.248,669,900,232,0.948276,0.948276,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AX9,2AX9_1,1,True,2AX9.A,A,A,"[""X-RAY DIFFRACTION""]",1.65,0.249,669,900,232,0.948276,0.948276,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2AXA,2AXA_1,1,True,2AXA.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.25,669,900,232,0.948276,0.948276,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2HVC,2HVC_1,1,True,2HVC.A,A,A,"[""X-RAY DIFFRACTION""]",2.1,0.253,669,900,232,0.99569,0.99569,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2OZ7,2OZ7_1,1,True,2OZ7.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.27,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIO,2PIO_1,1,True,2PIO.A,A,A,"[""X-RAY DIFFRACTION""]",2.03,0.2868,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIP,2PIP_1,1,True,2PIP.A,A,L,"[""X-RAY DIFFRACTION""]",1.8,0.25,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIQ,2PIQ_1,1,True,2PIQ.A,A,A,"[""X-RAY DIFFRACTION""]",2.4,0.25,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIR,2PIR_1,1,True,2PIR.A,A,A,"[""X-RAY DIFFRACTION""]",2.1,0.26,669,900,232,0.99569,0.99569,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIT,2PIT_1,1,True,2PIT.A,A,A,"[""X-RAY DIFFRACTION""]",1.76,0.25,669,900,232,0.99569,0.99569,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIU,2PIU_1,1,True,2PIU.A,A,A,"[""X-RAY DIFFRACTION""]",2.12,0.27,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIV,2PIV_1,1,True,2PIV.A,A,A,"[""X-RAY DIFFRACTION""]",1.95,0.25,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIW,2PIW_1,1,True,2PIW.A,A,A,"[""X-RAY DIFFRACTION""]",2.58,0.28,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PIX,2PIX_1,1,True,2PIX.A,A,A,"[""X-RAY DIFFRACTION""]",2.4,0.28,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PKL,2PKL_1,1,True,2PKL.A,A,A,"[""X-RAY DIFFRACTION""]",2.49,0.26,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2PNU,2PNU_1,1,True,2PNU.A,A,A,"[""X-RAY DIFFRACTION""]",1.65,0.205,669,900,232,0.969828,0.969828,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_1,1,True,2Q7I.A,A,A,"[""X-RAY DIFFRACTION""]",1.87,0.21714,669,900,232,0.952586,0.952586,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.87,0.21714,669,900,232,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Q7J,2Q7J_1,1,True,2Q7J.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.22027,669,900,232,0.978448,0.978448,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_1,1,True,2Q7K.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.20856,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.8,0.20856,669,900,232,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Q7L,2Q7L_1,1,True,2Q7L.A,A,A,"[""X-RAY DIFFRACTION""]",1.92,0.22051,669,900,232,0.978448,0.978448,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2YHD,2YHD_1,1,True,2YHD.A,A,A,"[""X-RAY DIFFRACTION""]",2.2,0.25912,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2YLO,2YLO_1,1,True,2YLO.A,A,A,"[""X-RAY DIFFRACTION""]",2.5,0.28865,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2YLP,2YLP_1,1,True,2YLP.A,A,A,"[""X-RAY DIFFRACTION""]",2.3,0.24944,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2YLQ,2YLQ_1,1,True,2YLQ.A,A,A,"[""X-RAY DIFFRACTION""]",2.4,0.27188,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,2Z4J,2Z4J_1,1,True,2Z4J.A,A,A,"[""X-RAY DIFFRACTION""]",2.6,0.234,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3B5R,3B5R_1,1,True,3B5R.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.272,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3B65,3B65_1,1,True,3B65.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.292,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3B66,3B66_1,1,True,3B66.A,A,A,"[""X-RAY DIFFRACTION""]",1.65,0.242,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3B67,3B67_1,1,True,3B67.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.273,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3B68,3B68_1,1,True,3B68.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.274,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3BTR,3BTR_2,2,False,,,,"[""X-RAY DIFFRACTION""]",2.6,0.2289,669,900,232,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3L3X,3L3X_1,1,True,3L3X.A,A,A,"[""X-RAY DIFFRACTION""]",1.55,0.20568,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3L3Z,3L3Z_1,1,True,3L3Z.A,A,A,"[""X-RAY DIFFRACTION""]",2.0,0.24263,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3RLJ,3RLJ_1,1,True,3RLJ.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.265,669,900,232,0.987069,0.987069,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3RLL,3RLL_1,1,True,3RLL.A,A,A,"[""X-RAY DIFFRACTION""]",1.7,0.263,669,900,232,0.948276,0.948276,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3V49,3V49_1,1,True,3V49.A,A,A,"[""X-RAY DIFFRACTION""]",1.7,,669,900,232,0.965517,0.965517,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,False,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8"", ""RFREE_MISSING""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3V49,3V49_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.7,,669,900,232,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,False,False,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3V4A,3V4A_1,1,True,3V4A.A,A,A,"[""X-RAY DIFFRACTION""]",1.95,,669,900,232,0.965517,0.965517,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,False,True,EXCLUDED_PRIMARY,"[""RFREE_MISSING""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3V4A,3V4A_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.95,,669,900,232,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,False,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,3ZQT,3ZQT_1,1,True,3ZQT.A,A,A,"[""X-RAY DIFFRACTION""]",2.29,0.3067,669,900,232,0.991379,0.991379,True,True,True,True,False,NON_HUMAN_CONSTRUCT,False,True,True,True,False,False,EXCLUDED_PRIMARY,"[""RFREE_GT_0_30"", ""NON_HUMAN_CONSTRUCT""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4HLW,4HLW_1,1,True,4HLW.A,A,A,"[""X-RAY DIFFRACTION""]",2.5,0.2388,669,900,232,0.965517,0.965517,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4K7A,4K7A_1,1,True,4K7A.A,A,A,"[""X-RAY DIFFRACTION""]",2.44,0.26788,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OEA,4OEA_1,1,True,4OEA.A,A,A,"[""X-RAY DIFFRACTION""]",2.12,0.26549,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OED,4OED_1,1,True,4OED.A,A,A,"[""X-RAY DIFFRACTION""]",2.79,0.29899,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OEY,4OEY_1,1,True,4OEY.A,A,A,"[""X-RAY DIFFRACTION""]",1.83,0.24921,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OEZ,4OEZ_1,1,True,4OEZ.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.258,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OFR,4OFR_1,1,True,4OFR.A,A,A,"[""X-RAY DIFFRACTION""]",2.26,0.25093,669,900,232,0.965517,0.965517,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OFU,4OFU_1,1,True,4OFU.A,A,A,"[""X-RAY DIFFRACTION""]",2.12,0.2674,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OGH,4OGH_1,1,True,4OGH.A,A,A,"[""X-RAY DIFFRACTION""]",2.98,0.24008,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OH5,4OH5_1,1,True,4OH5.A,A,A,"[""X-RAY DIFFRACTION""]",2.0,0.25726,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OH6,4OH6_1,1,True,4OH6.A,A,A,"[""X-RAY DIFFRACTION""]",3.56,0.26141,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_GT_3_5""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OHA,4OHA_1,1,True,4OHA.A,A,A,"[""X-RAY DIFFRACTION""]",1.42,0.20005,669,900,232,0.956897,0.956897,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OIL,4OIL_1,1,True,4OIL.A,A,A,"[""X-RAY DIFFRACTION""]",2.51,0.28485,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OIU,4OIU_1,1,True,4OIU.A,A,A,"[""X-RAY DIFFRACTION""]",3.01,0.33757,669,900,232,0.961207,0.961207,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,False,True,EXCLUDED_PRIMARY,"[""RFREE_GT_0_30""]",False,False,False,False,False,False,final-structure-selection-v1
P10275,NR3C4,AR,Steroid hormone receptors,4OJ9,4OJ9_1,1,True,4OJ9.A,A,A,"[""X-RAY DIFFRACTION""]",3.31,0.36224,669,900,232,0.991379,0.991379,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,False,True,EXCLUDED_PRIMARY,"[""RFREE_GT_0_30""]",False,False,False,False,False,False,final-structure-selection-v1
