uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,lbd_start,lbd_end,lbd_length,lbd_definition,lbd_coordinate_system,mapped_reference_residues_total,mapped_lbd_residues,lbd_mapping_coverage,mapped_non_lbd_residues,mapping_overlaps_lbd,mapping_fully_spans_lbd_reference_interval,mapped_dbd_residues,dbd_mapping_coverage,mapping_overlaps_dbd,lbd_mapping_category,alignment_regions_json,mapping_status,mapping_notes
P10275,NR3C4,AR,Steroid hormone receptors,2AM9,2AM9_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,266,232,1.0,34,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AMA,2AMA_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,266,232,1.0,34,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AMB,2AMB_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,266,232,1.0,34,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AO6,2AO6_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AX6,2AX6_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AX7,2AX7_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AX8,2AX8_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AX9,2AX9_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2AXA,2AXA_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2HVC,2HVC_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,231,0.99569,19,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":919,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2OZ7,2OZ7_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIO,2PIO_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIP,2PIP_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIQ,2PIQ_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIR,2PIR_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIT,2PIT_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIU,2PIU_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIV,2PIV_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIW,2PIW_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PIX,2PIX_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PKL,2PKL_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,251,231,0.99569,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":670,""query_end"":920,""target_begin"":1,""target_end"":251}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2PNU,2PNU_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,266,232,1.0,34,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,232,1.0,25,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Q7I,2Q7I_2,2,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,11,0,0.0,11,False,False,0,0.0,False,NO_LBD_OVERLAP,"[{""query_begin"":20,""query_end"":30,""target_begin"":1,""target_end"":11}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Q7J,2Q7J_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,232,1.0,25,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,232,1.0,25,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Q7K,2Q7K_2,2,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,11,0,0.0,11,False,False,0,0.0,False,NO_LBD_OVERLAP,"[{""query_begin"":20,""query_end"":30,""target_begin"":1,""target_end"":11}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Q7L,2Q7L_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,232,1.0,25,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":664,""query_end"":920,""target_begin"":1,""target_end"":257}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2YHD,2YHD_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2YLO,2YLO_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2YLP,2YLP_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2YLQ,2YLQ_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,2Z4J,2Z4J_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,248,229,0.987069,19,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":919,""target_begin"":1,""target_end"":248}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3B5R,3B5R_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3B65,3B65_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3B66,3B66_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3B67,3B67_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3B68,3B68_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3BTR,3BTR_2,2,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,15,0,0.0,15,False,False,11,0.150685,True,NO_LBD_OVERLAP,"[{""query_begin"":622,""query_end"":636,""target_begin"":1,""target_end"":15}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3L3X,3L3X_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,230,0.991379,19,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":919,""target_begin"":2,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3L3Z,3L3Z_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,230,0.991379,19,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":919,""target_begin"":2,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3RLJ,3RLJ_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,247,229,0.987069,18,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":918,""target_begin"":1,""target_end"":247}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3RLL,3RLL_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,247,229,0.987069,18,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":918,""target_begin"":1,""target_end"":247}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3V49,3V49_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,266,232,1.0,34,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":655,""query_end"":920,""target_begin"":1,""target_end"":266}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3V49,3V49_2,2,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,11,0,0.0,11,False,False,0,0.0,False,NO_LBD_OVERLAP,"[{""query_begin"":21,""query_end"":31,""target_begin"":1,""target_end"":11}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3V4A,3V4A_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,229,0.987069,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":672,""query_end"":920,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3V4A,3V4A_2,2,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,11,0,0.0,11,False,False,0,0.0,False,NO_LBD_OVERLAP,"[{""query_begin"":21,""query_end"":31,""target_begin"":1,""target_end"":11}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,3ZQT,3ZQT_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4HLW,4HLW_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,256,232,1.0,24,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":665,""query_end"":920,""target_begin"":1,""target_end"":256}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4K7A,4K7A_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,230,0.991379,19,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":919,""target_begin"":1,""target_end"":249}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OEA,4OEA_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OED,4OED_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OEY,4OEY_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OEZ,4OEZ_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OFR,4OFR_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OFU,4OFU_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OGH,4OGH_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OH5,4OH5_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OH6,4OH6_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OHA,4OHA_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OIL,4OIL_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OIU,4OIU_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OJ9,4OJ9_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OJB,4OJB_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OK1,4OK1_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OKB,4OKB_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
P10275,NR3C4,AR,Steroid hormone receptors,4OKT,4OKT_1,1,669,900,232,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,230,0.991379,20,True,False,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":671,""query_end"":920,""target_begin"":1,""target_end"":250}]",PASS,
