uniprot_id,nr_code,common_name,pdb_id,polymer_entity_id,instance_count,min_coverage,max_coverage,median_coverage,coverage_range,count_ge_100pct,count_ge_99pct,count_ge_95pct,count_ge_90pct,count_ge_80pct,flag
P03372,NR3A1,ERα,2QE4,2QE4_1,2,0.839662,0.852321,0.8459915,0.012658999999999976,0,0,0,0,2,
P03372,NR3A1,ERα,2QGT,2QGT_1,2,0.970464,0.978903,0.9746835,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,2QGW,2QGW_1,2,0.966245,0.987342,0.9767935000000001,0.021097000000000032,0,0,2,2,2,
P03372,NR3A1,ERα,2QH6,2QH6_1,2,0.936709,0.945148,0.9409285000000001,0.008438999999999974,0,0,0,2,2,
P03372,NR3A1,ERα,2QR9,2QR9_1,2,0.987342,0.987342,0.987342,0.0,0,0,2,2,2,
P03372,NR3A1,ERα,2QSE,2QSE_1,2,0.970464,0.987342,0.9789030000000001,0.01687800000000006,0,0,2,2,2,
P03372,NR3A1,ERα,2QXM,2QXM_1,2,0.949367,0.987342,0.9683545,0.03797500000000009,0,0,1,2,2,
P03372,NR3A1,ERα,2QXS,2QXS_1,2,0.92827,0.978903,0.9535865,0.05063299999999993,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,2R6W,2R6W_1,2,0.919831,0.936709,0.9282699999999999,0.01687800000000006,0,0,0,2,2,
P03372,NR3A1,ERα,2R6Y,2R6Y_1,2,0.911392,0.949367,0.9303794999999999,0.03797499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,3DT3,3DT3_1,2,0.957806,0.987342,0.972574,0.029536000000000007,0,0,2,2,2,
P03372,NR3A1,ERα,3ERD,3ERD_1,2,0.966245,1.0,0.9831225,0.03375499999999998,1,1,2,2,2,
P03372,NR3A1,ERα,3HLV,3HLV_1,2,0.978903,0.978903,0.978903,0.0,0,0,2,2,2,
P03372,NR3A1,ERα,3HM1,3HM1_1,2,0.962025,0.966245,0.964135,0.0042200000000000015,0,0,2,2,2,
P03372,NR3A1,ERα,3L03,3L03_1,2,0.966245,0.987342,0.9767935000000001,0.021097000000000032,0,0,2,2,2,
P03372,NR3A1,ERα,3OS8,3OS8_1,2,0.995781,0.995781,0.995781,0.0,0,2,2,2,2,
P03372,NR3A1,ERα,3OS8,3OS8_2,2,0.945148,0.962025,0.9535865,0.01687700000000003,0,0,1,2,2,
P03372,NR3A1,ERα,3OS9,3OS9_1,4,0.85654,0.966245,0.9240505,0.10970500000000005,0,0,1,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,3OSA,3OSA_1,4,0.92827,0.987342,0.966245,0.05907200000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,3UUC,3UUC_1,4,0.907173,0.945148,0.934599,0.03797499999999998,0,0,0,4,4,
P03372,NR3A1,ERα,4DMA,4DMA_1,2,0.953586,0.970464,0.962025,0.01687799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,4IU7,4IU7_1,2,0.957806,0.966245,0.9620255,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,4IUI,4IUI_1,2,0.860759,0.911392,0.8860755,0.05063299999999993,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,4IV2,4IV2_1,2,0.945148,0.974684,0.959916,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,4IV4,4IV4_1,2,0.936709,0.949367,0.943038,0.012657999999999947,0,0,0,2,2,
P03372,NR3A1,ERα,4IVW,4IVW_1,2,0.949367,0.970464,0.9599154999999999,0.021097000000000032,0,0,1,2,2,
P03372,NR3A1,ERα,4IVY,4IVY_1,2,0.932489,0.949367,0.940928,0.01687799999999995,0,0,0,2,2,
P03372,NR3A1,ERα,4IW6,4IW6_1,2,0.949367,0.962025,0.955696,0.012658000000000058,0,0,1,2,2,
P03372,NR3A1,ERα,4IW8,4IW8_1,2,0.949367,0.978903,0.964135,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,4IWC,4IWC_1,2,0.966245,0.978903,0.972574,0.012657999999999947,0,0,2,2,2,
P03372,NR3A1,ERα,4IWF,4IWF_1,2,0.936709,0.966245,0.951477,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,4MG5,4MG5_1,2,0.957806,0.991561,0.9746835,0.03375499999999998,0,1,2,2,2,
P03372,NR3A1,ERα,4MG6,4MG6_1,2,0.957806,0.962025,0.9599155,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,4MGC,4MGC_1,2,0.966245,0.974684,0.9704645000000001,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,4PP6,4PP6_1,2,0.940928,0.957806,0.9493670000000001,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,4PPP,4PPP_1,2,0.932489,0.978903,0.955696,0.046413999999999955,0,0,1,2,2,
P03372,NR3A1,ERα,4PPS,4PPS_1,2,0.966245,0.974684,0.9704645000000001,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,4PXM,4PXM_1,2,0.924051,0.945148,0.9345995,0.021097000000000032,0,0,0,2,2,
P03372,NR3A1,ERα,4Q13,4Q13_1,2,0.92827,0.92827,0.92827,0.0,0,0,0,2,2,
P03372,NR3A1,ERα,4Q50,4Q50_1,8,0.864979,0.911392,0.900844,0.04641299999999993,0,0,0,4,8,
P03372,NR3A1,ERα,4XI3,4XI3_1,4,0.902954,0.974684,0.9578059999999999,0.07172999999999996,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,4ZN7,4ZN7_1,2,0.957806,0.966245,0.9620255,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,4ZN9,4ZN9_1,2,0.936709,0.945148,0.9409285000000001,0.008438999999999974,0,0,0,2,2,
P03372,NR3A1,ERα,4ZNH,4ZNH_1,2,0.92827,0.970464,0.9493670000000001,0.042193999999999954,0,0,1,2,2,
P03372,NR3A1,ERα,4ZNS,4ZNS_1,2,0.936709,0.966245,0.951477,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,4ZNT,4ZNT_1,2,0.936709,0.953586,0.9451475,0.01687700000000003,0,0,1,2,2,
P03372,NR3A1,ERα,4ZNU,4ZNU_1,2,0.915612,0.966245,0.9409285000000001,0.05063300000000004,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,4ZNV,4ZNV_1,2,0.949367,0.978903,0.964135,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,4ZNW,4ZNW_1,2,0.932489,0.949367,0.940928,0.01687799999999995,0,0,0,2,2,
P03372,NR3A1,ERα,5AAU,5AAU_1,2,0.911392,0.932489,0.9219405,0.021097000000000032,0,0,0,2,2,
P03372,NR3A1,ERα,5AK2,5AK2_1,2,0.873418,0.907173,0.8902955,0.03375499999999998,0,0,0,1,2,
P03372,NR3A1,ERα,5DI7,5DI7_1,2,0.987342,1.0,0.993671,0.012657999999999947,1,1,2,2,2,
P03372,NR3A1,ERα,5DID,5DID_1,2,0.991561,1.0,0.9957805,0.008438999999999974,1,2,2,2,2,
P03372,NR3A1,ERα,5DIE,5DIE_1,2,0.962025,0.966245,0.964135,0.0042200000000000015,0,0,2,2,2,
P03372,NR3A1,ERα,5DIG,5DIG_1,2,0.970464,0.987342,0.9789030000000001,0.01687800000000006,0,0,2,2,2,
P03372,NR3A1,ERα,5DK9,5DK9_1,2,0.945148,0.962025,0.9535865,0.01687700000000003,0,0,1,2,2,
P03372,NR3A1,ERα,5DKB,5DKB_1,2,0.940928,0.953586,0.947257,0.012658000000000058,0,0,1,2,2,
P03372,NR3A1,ERα,5DKE,5DKE_1,2,0.902954,0.936709,0.9198315,0.03375499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,5DKG,5DKG_1,2,0.940928,0.978903,0.9599154999999999,0.03797499999999998,0,0,1,2,2,
P03372,NR3A1,ERα,5DKS,5DKS_1,2,0.919831,0.936709,0.9282699999999999,0.01687800000000006,0,0,0,2,2,
P03372,NR3A1,ERα,5DL4,5DL4_1,2,0.957806,0.983122,0.970464,0.025316000000000005,0,0,2,2,2,
P03372,NR3A1,ERα,5DLR,5DLR_1,2,0.949367,0.974684,0.9620255,0.025317000000000034,0,0,1,2,2,
P03372,NR3A1,ERα,5DMC,5DMC_1,2,0.915612,0.949367,0.9324895,0.03375499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,5DMF,5DMF_1,2,0.957806,0.966245,0.9620255,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,5DP0,5DP0_1,2,0.936709,0.949367,0.943038,0.012657999999999947,0,0,0,2,2,
P03372,NR3A1,ERα,5DRJ,5DRJ_1,2,0.957806,0.987342,0.972574,0.029536000000000007,0,0,2,2,2,
P03372,NR3A1,ERα,5DRM,5DRM_1,2,0.962025,0.978903,0.970464,0.01687799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,5DTV,5DTV_1,2,0.940928,0.974684,0.9578059999999999,0.03375600000000001,0,0,1,2,2,
P03372,NR3A1,ERα,5DU5,5DU5_1,2,0.945148,0.962025,0.9535865,0.01687700000000003,0,0,1,2,2,
P03372,NR3A1,ERα,5DUE,5DUE_1,2,0.962025,0.983122,0.9725735,0.021097000000000032,0,0,2,2,2,
P03372,NR3A1,ERα,5DUG,5DUG_1,2,0.957806,0.962025,0.9599155,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,5DUH,5DUH_1,2,0.949367,0.966245,0.9578059999999999,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5DVS,5DVS_1,2,0.915612,0.953586,0.934599,0.03797400000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5DVV,5DVV_1,2,0.873418,0.877637,0.8755275,0.004218999999999973,0,0,0,0,2,
P03372,NR3A1,ERα,5DWE,5DWE_1,2,0.932489,0.949367,0.940928,0.01687799999999995,0,0,0,2,2,
P03372,NR3A1,ERα,5DWG,5DWG_1,2,0.907173,0.919831,0.913502,0.012657999999999947,0,0,0,2,2,
P03372,NR3A1,ERα,5DWI,5DWI_1,2,0.945148,0.949367,0.9472575,0.004218999999999973,0,0,0,2,2,
P03372,NR3A1,ERα,5DWJ,5DWJ_1,2,0.932489,0.945148,0.9388185,0.012658999999999976,0,0,0,2,2,
P03372,NR3A1,ERα,5DXE,5DXE_1,2,0.932489,0.957806,0.9451475,0.025317000000000034,0,0,1,2,2,
P03372,NR3A1,ERα,5DXG,5DXG_1,2,0.919831,0.953586,0.9367084999999999,0.03375500000000009,0,0,1,2,2,
P03372,NR3A1,ERα,5DXK,5DXK_1,2,0.957806,0.974684,0.966245,0.01687799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,5DXM,5DXM_1,2,0.957806,0.974684,0.966245,0.01687799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,5DXP,5DXP_1,2,0.911392,0.945148,0.9282699999999999,0.03375600000000001,0,0,0,2,2,
P03372,NR3A1,ERα,5DXQ,5DXQ_1,2,0.932489,0.945148,0.9388185,0.012658999999999976,0,0,0,2,2,
P03372,NR3A1,ERα,5DXR,5DXR_1,2,0.957806,0.966245,0.9620255,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,5DY8,5DY8_1,2,0.949367,0.957806,0.9535865,0.008439000000000085,0,0,1,2,2,
P03372,NR3A1,ERα,5DYB,5DYB_1,2,0.936709,0.957806,0.9472575000000001,0.021097000000000032,0,0,1,2,2,
P03372,NR3A1,ERα,5DYD,5DYD_1,2,0.924051,0.957806,0.9409285000000001,0.03375500000000009,0,0,1,2,2,
P03372,NR3A1,ERα,5DZ0,5DZ0_1,2,0.953586,0.962025,0.9578055000000001,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,5DZ1,5DZ1_1,2,0.940928,0.987342,0.964135,0.046414000000000066,0,0,1,2,2,
P03372,NR3A1,ERα,5DZ3,5DZ3_1,2,0.940928,0.970464,0.955696,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,5DZH,5DZH_1,2,0.953586,0.953586,0.953586,0.0,0,0,2,2,2,
P03372,NR3A1,ERα,5DZI,5DZI_1,2,0.957806,0.983122,0.970464,0.025316000000000005,0,0,2,2,2,
P03372,NR3A1,ERα,5E0W,5E0W_1,2,0.940928,0.957806,0.9493670000000001,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5E0X,5E0X_1,2,0.940928,0.940928,0.940928,0.0,0,0,0,2,2,
P03372,NR3A1,ERα,5E14,5E14_1,2,0.949367,0.966245,0.9578059999999999,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5E15,5E15_1,2,0.881857,0.949367,0.915612,0.06750999999999996,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5E19,5E19_1,2,0.953586,0.974684,0.964135,0.02109799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,5E1C,5E1C_1,2,0.962025,0.987342,0.9746835,0.025317000000000034,0,0,2,2,2,
P03372,NR3A1,ERα,5EGV,5EGV_1,2,0.932489,0.957806,0.9451475,0.025317000000000034,0,0,1,2,2,
P03372,NR3A1,ERα,5EHJ,5EHJ_1,2,0.936709,0.957806,0.9472575000000001,0.021097000000000032,0,0,1,2,2,
P03372,NR3A1,ERα,5EI1,5EI1_1,2,0.953586,0.953586,0.953586,0.0,0,0,2,2,2,
P03372,NR3A1,ERα,5EIT,5EIT_1,2,0.953586,0.957806,0.9556960000000001,0.0042200000000000015,0,0,2,2,2,
P03372,NR3A1,ERα,5HYR,5HYR_1,2,0.924051,0.953586,0.9388185,0.02953500000000009,0,0,1,2,2,
P03372,NR3A1,ERα,5KCC,5KCC_1,2,0.919831,0.970464,0.9451475,0.05063300000000004,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5KCD,5KCD_1,2,0.924051,0.945148,0.9345995,0.021097000000000032,0,0,0,2,2,
P03372,NR3A1,ERα,5KCE,5KCE_1,2,0.898734,0.978903,0.9388185,0.08016899999999993,0,0,1,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5KCF,5KCF_1,2,0.92827,0.953586,0.940928,0.025316000000000005,0,0,1,2,2,
P03372,NR3A1,ERα,5KCT,5KCT_1,2,0.92827,0.957806,0.943038,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,5KCU,5KCU_1,2,0.92827,0.932489,0.9303795,0.004218999999999973,0,0,0,2,2,
P03372,NR3A1,ERα,5KCW,5KCW_1,2,0.915612,0.949367,0.9324895,0.03375499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,5KD9,5KD9_1,2,0.936709,0.962025,0.9493670000000001,0.025316000000000005,0,0,1,2,2,
P03372,NR3A1,ERα,5KR9,5KR9_1,2,0.953586,0.957806,0.9556960000000001,0.0042200000000000015,0,0,2,2,2,
P03372,NR3A1,ERα,5KRA,5KRA_1,4,0.924051,0.978903,0.9493670000000001,0.05485200000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5KRC,5KRC_1,2,0.949367,0.966245,0.9578059999999999,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5KRF,5KRF_1,2,0.953586,0.962025,0.9578055000000001,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,5KRH,5KRH_1,2,0.945148,0.970464,0.9578059999999999,0.025316000000000005,0,0,1,2,2,
P03372,NR3A1,ERα,5KRI,5KRI_1,2,0.957806,0.957806,0.957806,0.0,0,0,2,2,2,
P03372,NR3A1,ERα,5KRJ,5KRJ_1,2,0.940928,0.940928,0.940928,0.0,0,0,0,2,2,
P03372,NR3A1,ERα,5KRK,5KRK_1,2,0.911392,0.932489,0.9219405,0.021097000000000032,0,0,0,2,2,
P03372,NR3A1,ERα,5KRL,5KRL_1,2,0.932489,0.966245,0.9493670000000001,0.03375600000000001,0,0,1,2,2,
P03372,NR3A1,ERα,5KRM,5KRM_1,2,0.966245,0.978903,0.972574,0.012657999999999947,0,0,2,2,2,
P03372,NR3A1,ERα,5KRO,5KRO_1,2,0.940928,0.940928,0.940928,0.0,0,0,0,2,2,
P03372,NR3A1,ERα,5T1Z,5T1Z_1,2,0.974684,0.978903,0.9767935,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,5T92,5T92_1,2,0.755274,0.767932,0.761603,0.012657999999999947,0,0,0,0,0,
P03372,NR3A1,ERα,5T97,5T97_1,2,0.742616,0.797468,0.770042,0.0548519999999999,0,0,0,0,0,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5TLD,5TLD_1,2,0.940928,0.962025,0.9514765000000001,0.021097000000000032,0,0,1,2,2,
P03372,NR3A1,ERα,5TLF,5TLF_1,2,0.962025,0.966245,0.964135,0.0042200000000000015,0,0,2,2,2,
P03372,NR3A1,ERα,5TLG,5TLG_1,2,0.936709,0.966245,0.951477,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,5TLL,5TLL_1,2,0.957806,0.962025,0.9599155,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,5TLM,5TLM_1,2,0.92827,0.932489,0.9303795,0.004218999999999973,0,0,0,2,2,
P03372,NR3A1,ERα,5TLO,5TLO_1,2,0.940928,0.949367,0.9451475,0.008438999999999974,0,0,0,2,2,
P03372,NR3A1,ERα,5TLP,5TLP_1,2,0.848101,0.957806,0.9029535,0.10970500000000005,0,0,1,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5TLT,5TLT_1,2,0.949367,0.978903,0.964135,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,5TLU,5TLU_1,2,0.936709,0.970464,0.9535865,0.03375499999999998,0,0,1,2,2,
P03372,NR3A1,ERα,5TLV,5TLV_1,2,0.974684,0.991561,0.9831225,0.01687700000000003,0,1,2,2,2,
