uniprot_id,nr_code,common_name,group,query_uniprot_id,polymer_entity_id,pdb_id,entity_id,query_retrieved_at_utc
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2FAI_1,2FAI,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2G44_1,2G44,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2G5O_1,2G5O,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2I0J_1,2I0J,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2IOG_1,2IOG,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2IOK_1,2IOK,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2JF9_1,2JF9,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2JFA_1,2JFA,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2JFA_2,2JFA,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2LLO_2,2LLO,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2LLQ_2,2LLQ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2OCF_1,2OCF,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2OUZ_1,2OUZ,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2P15_1,2P15,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2POG_1,2POG,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2Q6J_1,2Q6J,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2Q70_1,2Q70,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QA6_1,2QA6,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QA8_1,2QA8,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QA8_2,2QA8,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QAB_1,2QAB,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QE4_1,2QE4,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QGT_1,2QGT,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QGW_1,2QGW,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QH6_1,2QH6,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QR9_1,2QR9,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QSE_1,2QSE,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QXM_1,2QXM,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QXS_1,2QXS,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QZO_1,2QZO,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2QZO_2,2QZO,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2R6W_1,2R6W,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2R6Y_1,2R6Y,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2YAT_1,2YAT,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,2YJA_2,2YJA,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3CBM_2,3CBM,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3CBO_2,3CBO,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3CBP_2,3CBP,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3DT3_1,3DT3,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3ERD_1,3ERD,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3ERT_1,3ERT,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3HLV_1,3HLV,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3HM1_1,3HM1,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3L03_1,3L03,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3OS8_1,3OS8,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3OS8_2,3OS8,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3OS9_1,3OS9,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3OSA_1,3OSA,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3Q95_1,3Q95,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3Q95_2,3Q95,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UU7_1,3UU7,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UU7_2,3UU7,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UUA_1,3UUA,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UUA_2,3UUA,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UUC_1,3UUC,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UUD_1,3UUD,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,3UUD_2,3UUD,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4AA6_1,4AA6,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4DMA_1,4DMA,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IU7_1,4IU7,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IUI_1,4IUI,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IV2_1,4IV2,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IV4_1,4IV4,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IVW_1,4IVW,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IVY_1,4IVY,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IW6_1,4IW6,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IW8_1,4IW8,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IWC_1,4IWC,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4IWF_1,4IWF,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4JC3_2,4JC3,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4JDD_2,4JDD,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG5_1,4MG5,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG6_1,4MG6,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG7_1,4MG7,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG7_2,4MG7,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG8_1,4MG8,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG8_2,4MG8,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG9_1,4MG9,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MG9_2,4MG9,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,4MGA_1,4MGA,1,2026-09-23T16:40:37.689933+00:00
