anomaly_type,uniprot_id,nr_code,pdb_id,polymer_entity_id,details,review_status
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15596""]",,5VQL,5VQL_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15596']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,6BNS,6BNS_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,6HTY,6HTY_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,6NX1,6NX1_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,6P9F,6P9F_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,6TFI,6TFI_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,6U25,6U25_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,6W9H,6W9H_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,6W9I,6W9I_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,6XP9,6XP9_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,7JYM,7JYM_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,7KXD,7KXD_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,7KXE,7KXE_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P51449"",""Q15788""]",,7KXF,7KXF_1,"Entity maps to multiple UniProt accessions: ['P51449', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,7YFK,7YFK_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""P0AEX9"",""P10588""]",,8C5L,8C5L_1,"Entity maps to multiple UniProt accessions: ['P0AEX9', 'P10588']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVN,8SVN_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVO,8SVO_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVP,8SVP_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVQ,8SVQ_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVR,8SVR_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVS,8SVS_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVT,8SVT_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVU,8SVU_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,8SVX,8SVX_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9FZI,9FZI_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9O41,9O41_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9O42,9O42_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9O43,9O43_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9O44,9O44_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9O45,9O45_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""O75469"",""Q15788""]",,9O46,9O46_1,"Entity maps to multiple UniProt accessions: ['O75469', 'Q15788']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
ENTITY_MULTI_MAPPED_UNIPROT,"[""Q15788"",""Q96RI1""]",,9VBR,9VBR_1,"Entity maps to multiple UniProt accessions: ['Q15788', 'Q96RI1']. See rcsb_multi_uniprot_entity_audit.csv for the evidence-based classification (fusion/chimera vs. same-protein vs. ambiguous).",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P10276"",""P19793""]",,1DSZ,,"PDB entry 1DSZ contains polymer entities mapped to 2 distinct project receptors: ['P10276', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,1FM6,,"PDB entry 1FM6 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,1FM9,,"PDB entry 1FM9 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,1K74,,"PDB entry 1K74 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,1RDT,,"PDB entry 1RDT contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P28702"",""Q13133""]",,1UHL,,"PDB entry 1UHL contains polymer entities mapped to 2 distinct project receptors: ['P28702', 'Q13133']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q14994""]",,1XV9,,"PDB entry 1XV9 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q14994']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q14994""]",,1XVP,,"PDB entry 1XVP contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q14994']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P11473"",""P19793""]",,1YNW,,"PDB entry 1YNW contains polymer entities mapped to 2 distinct project receptors: ['P11473', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""O00482"",""Q15466""]",,1YUC,,"PDB entry 1YUC contains polymer entities mapped to 2 distinct project receptors: ['O00482', 'Q15466']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P10828"",""P19793""]",,2NLL,,"PDB entry 2NLL contains polymer entities mapped to 2 distinct project receptors: ['P10828', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P10275"",""Q15466""]",,2Z4J,,"PDB entry 2Z4J contains polymer entities mapped to 2 distinct project receptors: ['P10275', 'Q15466']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,3DZU,,"PDB entry 3DZU contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,3DZY,,"PDB entry 3DZY contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,3E00,,"PDB entry 3E00 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,3H0A,,"PDB entry 3H0A contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""O00482"",""Q15466""]",,4DOR,,"PDB entry 4DOR contains polymer entities mapped to 2 distinct project receptors: ['O00482', 'Q15466']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""O75469"",""P19793""]",,4J5W,,"PDB entry 4J5W contains polymer entities mapped to 2 distinct project receptors: ['O75469', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""O75469"",""P19793""]",,4J5X,,"PDB entry 4J5X contains polymer entities mapped to 2 distinct project receptors: ['O75469', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P55055""]",,4NQA,,"PDB entry 4NQA contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P55055']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""O00482"",""Q15466""]",,4ONI,,"PDB entry 4ONI contains polymer entities mapped to 2 distinct project receptors: ['O00482', 'Q15466']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""O00482"",""P51843""]",,4RWV,,"PDB entry 4RWV contains polymer entities mapped to 2 distinct project receptors: ['O00482', 'P51843']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P10828"",""P19793""]",,4ZO1,,"PDB entry 4ZO1 contains polymer entities mapped to 2 distinct project receptors: ['P10828', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P28702"",""P55055""]",,5HJP,,"PDB entry 5HJP contains polymer entities mapped to 2 distinct project receptors: ['P28702', 'P55055']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P28702"",""P55055""]",,5I4V,,"PDB entry 5I4V contains polymer entities mapped to 2 distinct project receptors: ['P28702', 'P55055']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""P37231""]",,5JI0,,"PDB entry 5JI0 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'P37231']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P28702"",""P55055""]",,5KYA,,"PDB entry 5KYA contains polymer entities mapped to 2 distinct project receptors: ['P28702', 'P55055']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
